Index,Mean,Var,SD
P,0.44439989637154775,0.05910130330168809,0.24310759614147825
Q,0.5793713520460636,0.10519539498117365,0.3243383957862122
R,0.7319560963732976,0.08431178157586201,0.29036491106168805
F,0.5729189004834385,0.06592555800367612,0.25675972815781706
