Num,Q_1,Q_2,Q_3,Q_4,Q_5,Average
1,0.7631032401499934,0.7368967598500071,0.7050417846110879,0.6213084982295869,0.566039124549891,0.6784778814781133
2,0.9568769068643348,0.5431230931356658,0.6130423817611499,0.7441353851518547,0.5505356309214524,0.6815426795668915
3,0.9622346097990955,0.8736571626888908,0.7688826951004526,0.7815018727632703,0.6960422491462935,0.8164637178996005
4,0.4799616304031702,0.5981359903980678,0.8171171787570499,0.6135280693536673,0.5410126941426512,0.6099511126109214
5,0.0,0.1272997418417188,0.5233859722962353,0.7138409825254134,0.5380536116770755,0.3805160616680886
6,0.0,0.39146596344912116,0.891053234854598,0.36283436875039793,0.6324837769005119,0.4555674687909258
7,0.48750574279462455,0.5591579435060083,0.7389061353652845,0.7738675713508993,0.7443462917251877,0.6607567369484009
8,0.8177787648939274,1.0,0.9021553697869922,0.8021791606573239,0.8132957620737544,0.8670818114823996
9,0.9211467504131678,0.8876550965013251,0.6507209416984469,0.7942965084244226,0.676228980120681,0.7860096554316087
10,0.7777718031106325,0.5410273206320516,0.5984754158800509,0.6894448241991803,0.6131601842843512,0.6439759096212533
11,0.5130966970975255,0.9869033029024751,0.7483719163381771,0.534013421985931,0.46900288775651794,0.6502776452161252
12,0.6034856277278384,0.9697567905336071,0.5668262704978302,0.7638821281794359,0.8529122325382357,0.7513726098953895
13,1.0,1.0,0.5634931959636188,0.8616094134270771,0.705915202179134,0.826203562313966
14,0.98234155151631,0.7027527561748893,0.365578770046629,0.7895802148873406,0.8028719947291928,0.7286250574708724
15,0.6398110483483145,0.8430890233618906,0.49110659305661913,1.0,0.6961184618970148,0.7340250253327678
16,0.8699056919387446,0.6380452080410249,0.6562613351616503,0.5314471298983403,0.6121176555635769,0.6615554041206674
17,0.972820320520217,0.6605313559722416,0.6081557129378115,0.8423932264932611,0.9367494735352615,0.8041300178917584
18,0.6162620297867684,0.4267254341217165,0.9252862704768655,0.4801591983658904,0.6036227650747403,0.6104111395651962
19,0.06711366330889258,0.4476325861115067,0.7753631821581383,0.765704366110346,0.4022750436922855,0.4916177682762338
20,0.8509045955720953,0.6490954044279047,0.6531027701291033,0.9390481146250365,0.7338000111351288,0.7651901791778537
21,0.6746915914361286,0.8846139994872201,1.0,0.6730644673167108,0.7389984723507478,0.7942737061181615
22,0.9583636747156318,0.8234092333179862,1.0,0.8804682476598363,0.8960076873597771,0.9116497686106463
23,0.9644184055669965,0.7038580572559201,0.7583109198450672,0.651364806041018,0.6631649703495102,0.7482234318117024
24,0.48800629334952006,0.12728614742521352,0.6468073499910121,0.41124957607417995,0.42697798032879464,0.420065469433744
25,0.9508763601633665,0.681114320728355,0.5811474913276798,0.7792854663956861,0.7160210919686669,0.7416889461167508
26,0.7850916824309092,0.5298108007807413,0.760655761484928,0.7236272973971154,0.4497428692906837,0.6497856822768755
27,0.5041036542372441,1.0,0.7014501238541939,0.47688451617641153,0.7124158079135543,0.6789708204362808
28,0.6837464554069695,0.816253544593031,0.5372425880494769,0.8223116599471472,0.6888479226136595,0.7096804341220568
29,0.7291005628882598,0.49047823439531135,0.7951443064553132,0.6159618417904631,0.6592703386273749,0.6579910568313444
30,0.0,0.33880571489609135,0.6064330054285979,0.6410687501774484,0.6520493341814912,0.4476713609367257
31,0.9312649763480804,0.5292078577072746,0.6436134627301612,0.7645989288536372,0.8630405902019396,0.7463451631682186
32,0.750421787293016,0.5453697586696922,0.5041410716102281,0.4520922384265333,0.6188526296537692,0.5741754971306477
33,0.8432092587093145,0.7587936079126194,0.8168338943698789,0.5657043494908983,0.6190448060273535,0.720717183302013
34,0.4320369611708209,1.0,0.8195025177669226,0.8152469654690733,0.8284778937994873,0.7790528676412608
35,0.7726598090405908,0.8307132580834286,0.8418552298194223,0.9141466089391442,0.8040645875706258,0.8326878986906422
36,0.0,0.26869719425827393,0.48365137575846207,0.5243096231019031,0.5364381485441896,0.36261926833256575
37,0.5264177580735198,0.4738031627615237,0.911294941635479,0.4606472553920221,0.4913144634996804,0.572695516272445
38,0.0,0.15368128667531208,0.6895650540888628,0.8290714998214623,0.4354616275263719,0.4215558936224018
39,0.3412264960424894,0.7200536086489818,0.49061322526042866,0.5793867519787554,0.7368988511531435,0.5736357866167598
40,0.0,0.39992290911759026,0.3079235572440045,0.17228037627393084,0.28032085560119296,0.2320895396473437
41,0.39753718875452604,0.59329858552565,1.0,0.8169445410900172,0.7980723396342908,0.7211705310008968
42,0.5304348260181392,0.49414697026661664,0.24506445692497048,0.8698694787833355,0.5602820845899406,0.5399595633166004
43,0.17558975631381205,0.6965257603512816,0.44755186002815917,0.6517371198243588,0.6682604788816935,0.527932995079861
44,0.4295548699268782,0.27812296535031983,0.839487427872781,1.0,0.9625991290088338,0.7019528784317626
45,0.7034282746358551,0.6016689709903551,0.5603317624810547,0.7059833284706731,0.4507024008940017,0.604422947494388
46,1.0,0.9785308824544972,0.9588749524923412,0.8007903061162706,0.9128916022852095,0.9302175486696637
47,1.0,1.0,1.0,0.9700874189330491,1.0,0.9940174837866099
48,0.702367359476377,0.43144919363392636,0.3981643302427762,0.2670854940251996,0.39448243367598645,0.43870976221085306
49,0.5968273717808593,0.39168458739823675,0.5257756713282821,0.9437666375550402,1.0,0.6916108536124836
50,0.3670556931029429,0.4983402048974726,0.5108706646605204,0.7534630287328145,0.6721977672332636,0.5603854717254028
51,0.4032509205503244,0.4708161413076446,1.0,0.735409070653823,0.7963783764866592,0.6811709017996902
52,0.6199719522750825,0.7782436891650254,0.8563031646311436,0.501282649764761,0.6137838326856077,0.6739170577043241
53,0.18192323209895392,0.3963647116002229,0.8409576160494775,0.6816275786657544,0.5352629344274498,0.5272272145683716
54,0.22093743655673242,0.4799708852384178,0.2825718765341012,0.6776579969215365,0.7087031634350001,0.47396827173715755
55,0.7366562653406296,0.8147109959956202,0.885177528163514,0.807411235918243,0.7195782894693052,0.7927068629774625
56,0.30256295206237854,0.29255228610728107,0.3524328568995988,0.28863766164370364,0.40002216742526286,0.327241584827645
57,0.0,0.6578423175701393,0.5020195984899978,0.41159522722921754,0.3712544552859964,0.38854231971507025
58,0.6520917540000866,0.8479082459999134,0.7083264159054133,0.7239755598266118,0.7033228773168868,0.7271249706097823
59,0.8921185947803897,0.774873716325776,0.8928170144653826,0.9814831056619778,0.8632483193794267,0.8809081501225906
60,0.30977754266086627,0.7221392449258441,0.8023403683354563,0.5467731459575509,0.6782619901656,0.6118584584090636
61,1.0,0.865566148774616,0.9462162004549124,0.991721009148734,0.9850530890848688,0.9577112894926263
62,0.6056060281346405,0.5844615299649069,0.3490980735971469,0.783000445485183,0.5578168269393607,0.5759965808242477
63,0.7416085751297148,0.5792259788073671,0.6814298669631355,0.48258816118988496,0.46366804876719336,0.5897041261714591
64,0.511671272811194,0.07132116698560566,0.579852273715706,0.491230643676894,0.6966639749511535,0.47014786642811063
65,0.9697595677710482,0.7126607901006838,0.8722736025984151,0.7339404587114342,0.651059382943384,0.7879387604249931
66,0.4593998687772478,0.8241280314784984,0.5656992497428156,0.5277244624537797,0.4980512207254054,0.5750005666355494
67,0.42244480824811037,1.0,0.6733554238938821,0.7270407796719571,0.671640931834455,0.6988963887296809
68,0.654998688170172,1.0,0.906325827416013,0.8004965608496453,0.8016108508683087,0.8326863854608277
69,0.4695902222735572,0.6940311063677685,0.6480948966377353,0.5059586872843522,0.36306449116277745,0.5361478807452382
70,0.1853684835644376,0.44515711890156084,0.5768892969975145,0.5853444416823111,0.4796990475945344,0.4544916777480717
71,0.6798186364614357,0.7852462282971914,0.8306035945815232,0.9370401272497114,0.9335820968642484,0.833258136690822
72,0.39833465025966974,0.07341537705004454,0.4265846229499548,0.38138633277773226,0.3883439104941586,0.333612978706312
73,0.6704758236147402,0.9195199437726495,0.4651637246034651,0.3876679037833064,0.7130110201240448,0.6311676831796412
74,0.1821652857086731,0.3243482887086497,0.4610020122209499,0.32905646451903553,0.5810957995877423,0.3755335701490101
75,1.0,0.879874436847142,0.8148431927257144,0.6439197976474788,0.6825715946987129,0.8042418043838095
76,1.0,1.0,0.8118924721295314,0.9712193915387407,0.9060577205158061,0.9378339168368155
77,0.19947565966271902,0.0,0.1256489371048311,0.23775773117814286,0.3620807426563425,0.18499261412040707
78,0.49650558562217795,1.0,0.4304036266281028,0.4964987683209138,0.6983504359028282,0.6243516832948045
79,0.7986929340161011,0.6162191389566758,0.8506535329919501,0.6437771459062569,0.5855909340710229,0.6989867371884013
80,0.7890570469460803,0.9070531701243342,0.9679840426180216,0.8375454772047932,0.987955487412793,0.8979190448612044
81,1.0,0.4463914371145071,0.7477386356169685,0.8490477143290437,0.9187863426253342,0.7923928259371706
82,0.36566484915890435,0.2982308888461455,0.0,0.20447323267406337,0.19768524147703811,0.21321084243123029
83,0.9095258782351631,0.590474121764838,0.7249300575359047,0.7921443409170082,0.6807991816039703,0.7395747160113769
84,0.32429751105470533,0.5935224121364634,0.8120299923444335,0.30840406843015117,0.4523227114490229,0.49811533908295524
85,0.9783158064674193,0.47920152480975736,0.6838913707065255,0.690485706527131,0.5703127880343904,0.6804414393090448
86,1.0,0.9430204351069784,0.8143421213155174,0.7802349009127343,0.7877683233032516,0.8650731561276963
87,0.6813515397302939,0.521822276169271,0.1409492844711005,0.5721800062491061,0.3204766438546929,0.4473559500948928
88,0.6886996651552658,0.8717511889507317,0.7501248223252229,0.45081549656521863,0.7474070458107603,0.70175964376144
89,0.16482775137949604,0.33517224862050393,0.6894001580449294,0.5783458842926409,0.503351728186246,0.4542195541047632
90,0.13931434521937294,0.6149119952174998,0.5990724145349493,0.6288044082023155,0.7411607732649698,0.5446527872878215
91,0.8898861889643153,0.5712532473994826,0.33888864290059273,0.3061127026636015,0.43772004535739834,0.508772165457078
92,0.375067054765585,0.0,0.5415968409647887,0.4740697378806136,0.446708661494807,0.36748845902115884
93,0.8701787337123037,0.3974550670124556,0.7641575071128905,0.6850903668561525,0.8329186340587487,0.7099600617505102
94,0.35001652621215523,0.5152613918853134,1.0,0.594518401442173,0.7368725329633722,0.6393337705006028
95,0.7757276531817228,0.7130699673647729,0.6756669688678429,0.33756645921592,0.5116093902876874,0.6027280877835892
96,0.7836406907732221,0.903316128819572,1.0,0.7696630785394942,0.8041888512180964,0.8521617498700771
97,0.6202235084695352,1.0,0.9600462687041741,0.7125086494680424,0.5938060868662017,0.7773169027015906
98,0.5440612651175315,0.2399421780963893,0.26005782190361065,0.6082270390980751,0.6191842875752165,0.45429451835816453
99,0.31021839376914945,0.42268433565637653,0.5073240556739184,0.9926759443260813,0.7996889687727351,0.6065183396396521
100,1.0,0.4703745645923686,0.7389642645280886,0.6199316047952699,0.36541669450269754,0.6389374256836848
101,1.0,0.5920727671340249,0.8994761117058633,0.856206963629191,0.8316601298912201,0.8358831944720599
102,0.0,0.0,0.2709668452272096,0.48719419197220337,0.4573067090880748,0.24309354925749754
103,0.45829111714011617,0.6222534473954184,0.5168168413930188,0.5032990421521613,0.3269754663690157,0.485527182889946
104,0.32267065461502215,0.17733734538497806,0.5911161133709897,0.588664672692489,0.5656236134772328,0.4490824799081423
105,0.30816664135148114,0.8483126053863673,0.779622338607886,0.7238829264586303,0.6544901600570316,0.6628949343722793
106,0.3857783546904471,0.6311992249763653,0.6388865394798273,0.8658426757405626,0.5488484032382759,0.6141110396250957
107,0.6473978968534118,0.7515272378970527,0.6779470232204432,0.9566094300358358,0.8207871809683495,0.7708537537950184
108,0.4188808646369847,0.15754793536115644,0.49841647143428564,0.6444667337827966,0.7083120653224235,0.48552481410752935
109,0.462894794582689,0.8958841232766922,0.6041158767233079,0.7666798073742371,0.6193061169254701,0.6697761437764793
110,0.7099780175258198,0.7231911173143767,0.6912596034353641,0.39683286211865565,0.6302742436985336,0.6303071688185499
111,0.23888028029574798,0.6197207049953231,0.2846694225720117,0.4478516475387753,0.2979941726430224,0.37782324560897607
112,1.0,0.6609191003281801,0.8921594464863927,0.8212004008760522,0.9696412830489312,0.8687840461479113
113,0.5132337495283613,0.7756849451953792,0.7363386826552337,0.7345354447250648,0.6007128244079301,0.6721011293023939
114,0.7710301897347696,0.6943465975095054,0.49330666287234953,0.6739492928164528,0.6713792321507962,0.6608023950167747
115,0.5778420400026242,0.6918553904859347,0.8081446095140654,0.6354912811201174,0.620749194234103,0.666816503071369
116,0.8337930104396221,0.9307285689414754,0.8331034947801891,0.7736149956267904,0.9693469199555795,0.8681173979487312
117,0.3778551682142496,0.4125324480347729,0.28321231675700803,0.5610724158928756,0.47839637532583706,0.4226137448449486
118,0.644719438701561,0.9257202902921426,1.0,0.8135659094581112,0.9282765832744208,0.862456444345247
119,0.6534470861157217,0.7622900474849356,0.48589483009958995,0.3410726004960696,0.4340811432902806,0.5353571414973195
120,1.0,0.5010716842345437,0.6339788158194576,0.37617641793004003,0.7139520617524694,0.6450357959473021
121,0.635386940443924,0.35877809589154935,0.9323065297780381,0.40754506798564183,0.5808803358657363,0.5829793939929779
122,0.3563538908111081,0.8924485544426777,0.6421264081365371,1.0,0.8722802847150511,0.7526418276210748
