Index,Mean,Var,SD
P,0.5495988340408597,0.05174892727602284,0.2274839055318482
Q,0.6230989382553058,0.07126033137851816,0.26694630804436714
R,0.8627609964538618,0.034877397648362514,0.18675491331786298
F,0.6781903977989867,0.046595093845827835,0.21585896748995126
