Num,Q_1,Q_2,Q_3,Q_4,Average
1,0.44642963789682494,0.3132225810657696,1.0,0.2660162210323409,0.5064171099987338
2,0.9567872305155809,0.6746025702859704,1.0,1.0,0.9078474502003878
3,0.43941784876829576,0.409239907708033,1.0,0.40752433454442366,0.564045522755188
4,0.08841259695165918,1.0,0.5247814025673416,1.0,0.6532984998797502
5,0.23810770833333264,0.6338733929175111,1.0,0.6505651881202256,0.6306365723427673
6,0.42347287414966045,0.8928403174603177,1.0,0.6147926275510204,0.7327764547902497
7,0.12755086762682052,1.0,0.9561473660887096,0.28442831917966926,0.5920316382237998
8,0.20141538811569007,0.17472875487750858,0.5249179016669607,0.6754394171957193,0.3941253654639697
9,0.24934154841603304,1.0,0.9252402225303787,0.931737334077638,0.7765797762560125
10,0.44798910617235854,1.0,1.0,0.8510967233251997,0.8247714573743896
11,0.6493393378942497,0.42369410323472767,0.0,0.9742446666924348,0.511819526955353
12,0.16233916396103867,0.37879138257575684,0.0,0.48627359452778207,0.2568510352661444
13,0.35713525233644877,0.8446539024981206,0.0,0.43310091215971463,0.408722516748571
14,0.2812503252991868,1.0,0.0,0.7610223194108726,0.5105681611775148
15,0.1673778415885583,0.8284278827728652,1.0,0.5164523156990055,0.6280645100151072
16,0.510216436856794,0.7819869966661869,1.0,1.0,0.8230508583807452
17,0.6493393378942497,0.42369410323472767,0.0,0.9742446666924348,0.511819526955353
18,0.49081241119102065,0.636614762769383,1.0,0.7980406589022218,0.7313669582156563
19,0.25014422826823074,1.0,1.0,0.5494584274954928,0.6999006639409309
20,0.41675896005407603,0.8771725106288236,0.0,0.9672388314150522,0.565292575524488
21,0.417126613191264,1.0,1.0,0.41713082814647595,0.708564360334435
22,0.44798910617235854,1.0,1.0,0.8510967233251997,0.8247714573743896
23,0.2943800081168831,0.5707046022727268,1.0,0.6082204207251082,0.6183262577786796
24,0.5102068431122444,0.7525519887570952,1.0,0.9769088922418094,0.8099169310277872
25,0.20605765961979175,0.46787165404560777,0.0,0.6296781216309892,0.32590185882409717
26,0.39683742063492017,0.6675863688163688,1.0,0.750913843101343,0.703834408138158
27,0.49081241119102065,0.636614762769383,1.0,0.7980406589022218,0.7313669582156563
28,0.36049147694165423,0.8458471859796554,1.0,0.8589365804655195,0.7663188108467073
29,1.428571428493556e-5,0.0,0.0,1.4285714285926825e-5,7.142857142715597e-6
30,0.4464315017736893,0.33668531948006974,1.0,0.5701099063663507,0.5883066819050274
31,0.0,0.8036618160774417,0.0,0.47832159090909065,0.3204958517466331
32,0.44100028962109245,0.5989578186396931,0.0,0.8427927082738684,0.4706877041336635
33,0.20141538811569007,0.17472875487750858,0.5249179016669607,0.6754394171957193,0.3941253654639697
34,1.4285714285332069e-5,3.3333333332441484e-5,0.0,1.4285714285926825e-5,1.5476190475925094e-5
35,0.4378424772984511,0.7537566898300254,1.0,0.7234778834649436,0.7287692626483551
36,0.38154543454384643,1.0,1.0,0.8708444586544415,0.8130974732995719
37,0.7796757141323586,0.7541230593894407,1.0,1.0,0.8834496933804499
38,0.017130064419072187,1.0,1.0,0.6405088760561111,0.6644097351187959
39,0.1673778415885583,0.8284278827728652,1.0,0.5164523156990055,0.6280645100151072
40,0.238110733182162,1.0,0.23609037092151658,0.6968867825527644,0.5427719716641107
41,0.20232181768579746,0.0,0.0,0.578250387255327,0.1951430512352811
42,0.49081241119102065,0.636614762769383,1.0,0.7980406589022218,0.7313669582156563
43,0.36049147694165423,0.8458471859796554,1.0,0.8589365804655195,0.7663188108467073
44,0.5102090141287281,0.9286125984521637,1.0,1.0,0.8597054031452229
45,0.39683057359307355,0.8066135112135886,1.0,0.5527203425219,0.6890411068321406
