Index,Mean,Var,SD
P,0.4366552232032687,0.05716227598859198,0.23908633584668107
Q,0.678959808683803,0.11880015225821579,0.3446739796651552
R,0.6012074521240436,0.08751582263289867,0.2958307330770396
F,0.5657781182723771,0.06650138256178599,0.257878619822943
