Num,P_1,P_2,P_3,P_4,P_5,Average
1,0.5362077817773166,0.5721765101715162,0.6817094140792648,0.4386094289950371,0.6954237806500824,0.5848253831346433
2,0.46969427263022756,0.5333997639435349,0.25683446840999696,0.7652258883990298,0.5379375694519271,0.5126183925669434
3,0.4141720934832119,0.6416524184387008,0.641652418438701,0.7986988541223133,0.669739682778737,0.6331830934523328
4,0.6892447635060036,0.4652451505624478,0.8204352175400422,0.3807280836445595,0.6073642453841706,0.5926034921274448
5,0.004705357769155625,0.019967513691289025,0.8021275062211557,0.8036166888039413,0.727452427346272,0.47157389876636274
6,0.0,0.12429772267177999,0.6912083336121532,0.4984760718480041,0.808592782528301,0.42451498213204764
7,0.3364592186599148,0.5476574175553793,0.5784470593253803,0.7729890560783154,0.85318813242335,0.6177481768084679
8,0.4637523767997343,0.5659824664089037,0.688907951448478,0.5175304141454206,0.7375429143637261,0.5947432246332525
9,0.4973693535811383,0.6111293351858831,0.6404760268043521,0.7751068821302082,0.7189784243976878,0.648612004419854
10,0.7044950127201742,0.7472579587692909,0.842086520713135,0.7212933302849367,0.5367059713545058,0.7103677587684085
11,0.6123065531356654,0.5506752262521833,0.7606586360444176,0.7006350455817043,0.31116910407652043,0.5870889130180983
12,0.4335396264312509,0.5648649789308559,0.30782394558806464,0.9690934589308176,0.8159417665042333,0.6182527552770445
13,0.3372585630719037,0.3791170737742565,0.42572051487025,0.4594312370246626,0.6977532258623552,0.45985612292068556
14,0.5843893719909368,0.4600694330853445,0.34308210300642544,0.8703210682621674,0.7983397285531877,0.6112403409796124
15,0.5389847704995196,0.4675362226466539,0.7212857814338017,0.6280502495998682,0.3351937093982498,0.5382101467156187
16,0.4901730481793261,0.44983488806089156,0.6848126436201716,0.0,0.380264061288323,0.4010169282297424
17,0.41533959347078864,0.768917002134913,0.46313567017829266,0.4834483493357504,0.5872796323788275,0.5436240494997144
18,0.5974148423871811,0.4727439277159413,0.709267448216599,0.46779694971130575,0.3650847353184087,0.5224615806698872
19,0.25892757246715803,0.5251476816918768,0.6821754671614538,0.6123279908376461,0.3696387925830854,0.4896435009482441
20,0.4957407674431238,0.5284024045576086,0.7435701962281474,0.6173053191934526,0.8136973256923131,0.639743202622929
21,0.54202467321755,0.5426034292205039,0.5027452652116755,0.547536077712295,0.31108024942135193,0.4891979389566753
22,0.42546225248356917,0.6320871986961655,0.5479256077883247,0.3242570910307875,0.6551871431810046,0.5169838586359703
23,0.5805874310315741,0.5219445402525486,0.5683255849947192,0.6650675223164026,0.4243132202095955,0.552047659760968
24,0.7218394217225241,0.25471962712002194,0.9219299846730644,0.5110256400048653,0.5147343582715057,0.5848498063583962
25,0.5078003676871881,0.5808541006011001,0.6987628988999763,0.7419009441950492,0.6670343809172031,0.6392705384601034
26,0.571010379340779,0.45231121519780576,0.6246295871342409,0.8778713267956063,0.2234857533403316,0.5498616523617528
27,0.549474254735683,0.5467779450569012,0.8765479622347269,0.12298822694265094,0.6377835080809089,0.5467143794101741
28,0.5484187695731788,0.5842116068660471,0.41688291802835925,0.8944092831064141,0.3977490753822401,0.5683343305912478
