Num,R_1,R_2,R_3,R_4,Average
1,1.0,0.5069981800047697,0.6988580685243458,0.9847446326044136,0.7976502202833822
2,0.7855753820462988,0.45809287980654917,0.7528036152951858,0.4885165117973804,0.6212470972363535
3,1.0,0.0,1.0,0.5,0.625
4,0.438659743982249,0.5842563072180699,0.7146642619278922,0.3998092567611377,0.5343473924723372
5,0.665927644262386,0.8859509656019099,0.6132394971402555,1.0,0.7912795267511379
6,0.5446933627733264,0.6057548360507632,0.6057580314008476,0.7406006225021053,0.6242017131817605
7,0.42315701222818136,0.6644041464876824,1.0,0.7041027648274097,0.6979159808858183
8,0.0,0.6422709379636912,0.7590879939925583,1.0,0.6003397329890624
9,0.4032462996957392,0.3451259877639918,0.35304525348277527,0.38273039675388776,0.3710369844240985
10,0.8873321544034914,0.52680702968858,0.7300008506056535,0.7608707718811681,0.7262527016447232
11,0.5832767421906891,0.6165995989098823,0.1489293213212731,0.5564432208026827,0.4763122208061318
12,0.5568622717370635,0.3387616771422501,0.7612129360930799,0.8369762341962886,0.6234532797921706
13,0.6485390680472517,1.0,0.0,0.611709992775495,0.5650622652056867
14,0.5887113857178868,0.6590423663013983,0.40892459817591226,0.5986468742585416,0.5638313061134348
15,0.6826929416880341,0.8742393050874794,0.5836226129048493,1.0,0.7851387149200907
16,0.5027444563577931,0.5492886044597037,0.6004189458048389,0.5952807224822748,0.5619331822761526
17,0.5832767421906891,0.6165995989098823,0.1489293213212731,0.5564432208026827,0.4763122208061318
18,0.6220703605560282,0.6662959273815467,0.8104913492250759,1.0,0.7747144092906627
19,0.35513001094985147,0.5746995446576223,0.6573331953257997,0.5332356298778133,0.5300995952027717
20,0.6079559501406276,0.5529092323420075,0.4786178505022556,0.8223411083007428,0.6154560353214084
21,0.49716446231348904,0.5840541102297305,0.8228340533705835,0.6754800646116381,0.6448831726313603
22,0.6051455052220296,0.4891189578420316,0.8248051065901286,0.577011912999739,0.6240203706634823
23,0.5623805041856714,0.6245201670314398,0.6083581376265661,0.5138637585485176,0.5772806418480487
24,0.8873321544034914,0.52680702968858,0.7300008506056535,0.7608707718811681,0.7262527016447232
25,0.8577859110584312,1.0,0.5214967533573333,0.5472100210169032,0.7316231713581669
26,0.665927644262386,0.8859509656019099,0.6132394971402555,1.0,0.7912795267511379
27,0.6220703605560282,0.6662959273815467,0.8104913492250759,1.0,0.7747144092906627
28,0.2571276637563393,0.7349232050865429,0.7518317971440933,0.7560574151934902,0.6249850202951164
29,1.0,0.0,0.0,1.0,0.5
30,1.0,0.5804478330378382,0.7220349031574255,0.8253043423611627,0.7819467696391066
31,0.0,0.8403121760303689,0.2544320050360839,1.0,0.5236860452666132
32,0.6079559501406276,0.5529092323420075,0.4786178505022556,0.8223411083007428,0.6154560353214084
33,0.0,0.6422709379636912,0.7590879939925583,1.0,0.6003397329890624
34,0.6826929416880344,0.5465716695506688,0.2794873506534195,1.0,0.6271879904730306
35,0.6059814761315052,0.35585016379813195,0.6083581376265645,0.513863758548519,0.5210133840261801
36,1.0,0.6379141472953571,0.5772194682305336,0.6787541761355481,0.7234719479153596
37,0.8873321544034914,0.52680702968858,0.7300008506056535,0.7608707718811681,0.7262527016447232
38,0.39759350173122426,0.31922992011147183,0.5358160022161009,0.7364769496287491,0.49727909342188653
39,0.6826929416880341,0.8742393050874794,0.5836226129048493,1.0,0.7851387149200907
