Num,P_1,P_2,P_3,P_4,P_5,P_6,Average
1,0.5250596637320268,0.4713503419485603,0.4367090314269475,0.2878774805561622,0.30423635626286927,0.16356706109795516,0.36479998917075357
2,0.4769103888981703,0.5219808302211086,0.3889250142772073,0.3390627463084539,0.21796859349118836,0.1436030103916694,0.348075097264633
3,0.537664823377161,0.35033322163236663,0.4930706451317984,0.3911569224834336,0.1660837984729856,0.15042669070684603,0.3481226836340985
4,0.45541133542777584,0.46767191298904487,0.4427986922837161,0.35423895382697373,0.3227276227994231,0.1573360813571765,0.3666974331140183
5,0.5517544869765125,0.531414857586699,0.42785166552265663,0.26388245837443963,0.22464287340588399,0.16589684401983448,0.36090719764767104
6,0.6059217245587926,0.5179210340988578,0.3818821244493245,0.30550641241987364,0.2156506126767761,0.13442265567359699,0.36021742731287026
7,0.6326460397086806,0.1915165128259952,0.3980980878860289,0.3184784703088231,0.29506395198115043,0.20473899093633777,0.3400903422745027
8,0.5543198386717184,0.4693420422677302,0.3911214976097795,0.34766643352240323,0.35507370084697626,0.13070181977151465,0.37470422211502047
9,0.550814384883281,0.4991769403791965,0.31893632349070666,0.30239809605402296,0.21335927182316627,0.12437271988899536,0.3348429560865615
10,0.4887954707625219,0.4609645208912466,0.43801379498519266,0.29405089117168653,0.212539168888836,0.1309123525286065,0.33754603320468174
11,0.7562901870233731,0.6667782078420561,0.5402062297597834,0.35935315687500113,0.35023664382492836,0.23573100528465932,0.48476590510163353
12,0.6734387295750129,0.5252405212649387,0.5331268439771475,0.3860389775664853,0.2832751587663681,0.156888751959122,0.4263348305181791
13,0.6000817238222521,0.541154613814203,0.44372617890035054,0.3702643208305488,0.25633837557216155,0.16023547331456237,0.39530011437567975
14,0.24072912515575234,0.6213053826763351,0.46087963136152876,0.30419890820229534,0.2896872144170102,0.14272272572479344,0.34325383125628584
15,0.66268103344679,0.7631813669386821,0.46190418479482365,0.29128663086417905,0.28184798545174616,0.18340556817926632,0.4407177949459146
