Num,F_1,F_2,F_3,F_4,F_5,F_6,F_7,Average
1,0.9588112246504203,0.6497738631372267,0.6497705733193864,0.9173390104192817,0.857680181568651,0.8558409814314705,0.8857915410195534,0.8250010536494271
2,0.16511978949388068,0.7641432322531798,0.9147797205712864,0.7094675879623322,0.46657149005020054,0.6757448020496711,0.7946456346017826,0.6414960367117619
3,0.31129296628218295,0.7181061816598104,0.5756827991498297,0.8967230656789621,0.6278752722951713,0.5009000763003881,0.8242201013941645,0.6364000661086442
4,0.7394597765941293,0.7264026181920499,0.7143109947038009,0.6027893791068137,0.7603896629719925,0.8841669361667026,0.5754004735331979,0.7147028344669552
5,0.7992421876102271,0.6992682982064378,0.577329218292941,0.9286895032220625,0.9107662686321093,0.7887353866581425,0.6834562103229641,0.7696410104206978
6,0.5967578659052631,0.44466534083468984,0.2877734304718554,0.9539550358499496,0.8020558282707589,0.8110454554419061,0.9229343064209518,0.6884553233136249
7,0.5474336050147435,0.1990053593255939,0.6421792247004532,0.6169018571719552,0.6989983891009204,0.6275724661291148,0.6992996486145718,0.5759129357224789
8,0.7356016423316947,0.8620997837492569,0.4568262478031392,0.7342604446526181,0.40376089377738916,0.8730485260285373,0.8538897999074802,0.7027839054643022
9,0.6196566934515174,0.2580259930137471,0.7198894083050971,0.5226324373275397,0.0693848809686621,0.4389998089626238,0.8119955792984294,0.49151211447537374
10,0.4952967730546932,0.3734872892847883,0.5967971770782403,0.8341140497984858,0.6067403961786432,0.8233953109575061,0.4942350739772726,0.60343801004709
11,0.6429075855199674,0.7614144807015459,0.6077596780828538,0.46782446473598205,0.7115151868931364,0.9224390128222535,0.7913589488143015,0.7007456225100057
12,0.46243140447832365,0.6423986047501623,0.7615906688847611,0.8604010560820335,0.4041612935580727,0.8726104448203383,0.7147583279847497,0.6740502572226345
13,0.6557785798533536,0.28776965789630937,0.33898262439353855,0.7928691275633921,0.6341732015637033,0.9551863492098308,0.8058749518051842,0.638662070326473
14,0.13334182973870487,0.8348907289253376,0.2739864857208261,0.7781509000243116,0.41903274916342875,0.8328917270702072,0.7645786915279197,0.5766961588815337
15,0.45753549473748995,0.7563448574563445,0.9213754985264352,0.7753529887350028,0.8699013623138068,0.7925298192422385,0.6460552203982524,0.7455850344870815
16,0.7085788706467919,0.6980321821807381,0.825696297312303,0.9278344816618384,0.7882486181864413,0.7700555463219535,0.9263781548714869,0.8064034501687933
17,0.8742823782015452,0.7658554448218392,0.8619709380750749,0.8159232237613435,0.7917376410379441,0.7607716475175645,0.9290626121852933,0.8285148408000864
18,0.6985920596534309,0.73728040413656,0.5019059399975133,0.2051368351979731,0.8713155854735659,0.8759752830023937,0.8039943255843753,0.6706000618636873
