Num,R_1,R_2,R_3,R_4,R_5,Average
1,1.0,1.0,0.8698107235299516,1.0,1.0,0.9739621447059903
2,0.9100641102934919,0.7968067344564252,0.9656361376148811,1.0,0.35855922484801167,0.8062132414425619
3,0.8750928699109604,0.9032109670655798,0.9282000363103771,0.7543348610083671,1.0,0.8921677468590568
4,1.0,0.9430187559279882,1.0,0.7893374365056539,1.0,0.9464712384867283
5,0.0,0.027468509898946877,1.0,1.0,0.9482675220860945,0.5951472063970084
6,0.0,1.0,1.0,0.810075145157672,1.0,0.7620150290315344
7,1.0,0.8498215129178872,1.0,0.8880890514646058,1.0,0.9475821128764986
8,1.0,0.9065667093107009,0.9273005777086862,0.8020304133187499,0.8051885568815194,0.8882172514439315
9,1.0,1.0,1.0,0.9647377935217133,1.0,0.9929475587043427
10,1.0,1.0,1.0,1.0,1.0,1.0
11,1.0,1.0,0.864007783481806,0.04935485795783588,0.8121537516355811,0.7451032786150447
12,0.9490079620722374,1.0,0.6324701926788436,0.8770822547042296,1.0,0.8917120818910622
13,0.8900494989362561,0.8029766464455251,0.8002017812184276,1.0,0.8754114561428317,0.8737278765486082
14,1.0,0.7165151677398283,0.5908843441658164,1.0,0.8556549644382193,0.8326108952687727
15,1.0,1.0,1.0,0.7377415970062953,0.7887184123190355,0.9052920018650662
16,1.0,1.0,1.0,0.0,1.0,0.8
17,1.0,1.0,0.656221293870016,0.6016330306048433,1.0,0.8515708648949719
18,1.0,1.0,0.9331375893355982,1.0,1.0,0.9866275178671197
19,0.35777318755269194,0.7856524839733098,1.0,0.9436586589456886,0.5639352880621615,0.7302039237067703
20,0.8379621374253265,0.9174558033623705,1.0,1.0,1.0,0.9510835881575395
21,1.0,0.8847284583041821,0.7157475285637147,0.6784395341433203,0.962333828516154,0.8482498699054742
22,1.0,1.0,1.0,0.4015351017437278,0.5614026427213863,0.7925875488930227
23,1.0,0.8896069544136246,1.0,0.9461625330290511,1.0,0.9671538974885351
24,1.0,1.0,1.0,0.6805090792358036,1.0,0.9361018158471607
25,0.8908353426204044,0.8768898079759357,1.0,0.9206800691256455,1.0,0.9376810439443972
26,1.0,1.0,0.9779291855819039,1.0,1.0,0.9955858371163808
27,0.9651478919476766,0.8728503757680272,1.0,0.0,0.6229498690385324,0.6921896273508472
28,0.7398295158376151,0.8480963776186368,1.0,0.8736233780970948,1.0,0.8923098543106693
29,1.0,1.0,1.0,1.0,0.9584262109800914,0.9916852421960183
30,0.0,0.9890460451417055,1.0,0.7157855041465887,0.8648694840768792,0.7139402066730347
31,1.0,1.0,0.6379581888646509,0.48366920086720877,0.8230042231380681,0.7889263225739855
32,0.8537428717178723,1.0,1.0,0.8404602814500637,0.8908925697656426,0.9170191445867157
33,0.8659527654259013,0.9928128450560403,1.0,1.0,0.9968948837656546,0.9711320988495192
34,0.7463464605259325,1.0,0.9975070010005542,0.7114412954999266,0.7484985766538493,0.8407586667360526
35,0.9824440269005495,0.8755190449606448,0.9778182504389303,1.0,0.6846832154944414,0.9040929075589131
36,0.0,0.4786283190584195,1.0,0.8100751451576713,1.0,0.6577406928432181
