Index,Mean,Var,SD
P,0.4665147727386084,0.06124967907095933,0.2474867250398682
Q,0.6845755692757943,0.10930998600498053,0.3306206073507526
R,0.6467392992316425,0.07571556732562255,0.2751646185933478
F,0.5932548796494496,0.0672812068833558,0.2593862118219775
