Index,Mean,Var,SD
P,0.5577041824518945,0.046451790940868515,0.21552677546158508
Q,0.6753750380297611,0.0743892715630631,0.2727439670516345
R,0.8237102243846698,0.039808937254025116,0.1995217713785268
F,0.6884686207786601,0.04112802986599708,0.2028004681108924
