Index,Mean,Var,SD
P,0.5408736080070652,0.038985318627797576,0.19744700207346166
Q,0.8132967283192981,0.06084202976175781,0.24666177199103595
R,0.6589562295517455,0.05317380632050369,0.23059446290078972
F,0.6794753465850256,0.03196447755936018,0.17878612239030237
