Index,Mean,Var,SD
P,0.37057818187965963,0.0807405547385761,0.2841488249818677
Q,0.43395595825486,0.11538762321297596,0.3396875376179938
R,0.7315155044562178,0.10877104867339925,0.32980456132897745
F,0.4754703933659523,0.10200360124228429,0.31938002636715446
