Num,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,Average
1,0.7806100622605592,0.8905825770620552,0.6066570847464698,0.7748498932106455,0.790193821445698,0.5526549128032063,0.5797724177173394,0.7989972887048384,0.7217897572438515
2,0.8311696626396126,0.5804023559755167,0.771787699606776,0.5087444410753469,0.5140128862014169,0.49029820292923243,0.6854514567810385,0.5091474569935814,0.6113767702753151
3,0.6060135500692707,0.5798454620435598,0.5583123181008853,0.3633495674837748,0.7505405728900272,0.7055784230943228,0.5634860511251654,0.32197958374525787,0.556138191069033
4,0.8240564069271268,0.7652531891634302,0.44058119334476387,0.7443944420316956,0.7684585326813171,0.57573239745834,0.5997814978926923,0.7972562472037882,0.6894392383378942
5,0.6168170520733457,0.8585340700589815,0.7526632622403342,0.869046760948551,0.8562684375540638,0.7623013091245072,0.6573177543379836,0.4054500464453107,0.7222998365978847
6,0.7975335959330583,0.5625515453452682,0.7234396078991775,0.5054386151042325,0.6874283025219146,0.6896249671484789,0.5818944078444029,0.5530745929624677,0.6376232043448752
7,0.3596550050575063,0.7513808029352597,0.8385606960439504,0.7854495424534387,0.46688858718213694,0.7610488658682322,0.6109764114778312,0.5296128456719307,0.6379465945862859
8,0.7733274203924103,0.8577727725190245,0.4813682673129475,0.7544413147879958,0.3612825760916543,0.6169520476546334,0.7174426535292892,0.8154618058383698,0.6722561072657907
9,0.8252945678395472,0.8515227053443493,0.7471522667940949,0.5165195887193135,0.6358691144159454,0.40362422679303445,0.38239076791252585,0.6825334055481433,0.6306133304208692
10,0.5407689392298214,0.6300196471543622,0.6135780679061837,0.45442823750685385,0.4278977876599498,0.5744547960731368,0.5271230741772808,0.5385383214713458,0.5383511088973668
11,0.9257374402470091,0.1530494183157364,0.5653950741584154,0.8671457969487265,0.6290527461519801,0.6412214116022206,0.6291347217824522,0.606034275873511,0.6270963606350064
12,0.5954511360329867,0.7461044962181906,0.5172660626936606,0.590189227372782,0.6005748580784042,0.5747047893342898,0.5183900638229172,0.5288374412645392,0.5839397593522212
13,0.6373047109600242,0.7403965018758972,0.5290687512812278,0.694536185142491,0.5549638709890057,0.6196629344612623,0.6946778915687156,0.7215750026946165,0.649023231121655
14,0.6195211940117532,0.6864691617580145,0.5943472829548843,0.6474668154786544,0.708590593617699,0.4043544288514838,0.6813800661454881,0.7374688698287569,0.6349498015808418
15,0.8227033746372641,0.6605791854484727,0.5428798725554643,0.5803120060170383,0.43243674858178155,0.7566339080407265,0.3758448788751804,0.7651408494744473,0.6170663529537969
16,0.7600094183031243,0.6946190613300524,0.6186992179232021,0.5186655314903315,0.6206231488743177,0.4536995884222786,0.6443248551887969,0.6515149236043998,0.6202694681420629
17,0.8067035798425425,0.4906628026040798,0.8422472796483067,0.681042482334694,0.6285574331605072,0.71443244277166,0.4697540431694455,0.6834474613809186,0.6646059406140193
18,0.7020087600471124,0.8171966230717495,0.4512245144123677,0.46393024576214337,0.8300920079021492,0.7303366609300235,0.8335246299040062,0.5100796015027163,0.6672991304415336
19,0.7931937808044942,0.6579824667997805,0.7130730550264974,0.9139332838085609,0.6236175589505787,0.6562402024729911,0.6988162172586234,0.5963329198655837,0.7066486856233887
20,0.4944817716447621,0.4605618112476391,0.3823454622791248,0.54533468341278,0.4362172012849937,0.6370779536166439,0.7444009007585208,0.4682152306514982,0.5210793768619953
21,0.10934627818963219,0.823465540694019,0.23003381811630777,0.8618968501114362,0.541280921107264,0.5911805970766244,0.4673320576206149,0.3652478461996801,0.4987229886394473
22,0.6594151908102814,0.7611092006521113,0.6986491791761655,0.15419402851367375,0.6965633997858194,0.5400825759324585,0.5776214754954685,0.3850288989229301,0.5590829936611136
23,0.9690735655577949,0.29620816644908043,0.5406780065922028,0.8270925588768759,0.847420803638007,0.34436566768493027,0.6030026179445519,0.47026950982738963,0.6122638620713541
24,0.8852553286531005,0.5263662856382683,0.32452261130602644,0.5677254727023697,0.6468622198684792,0.5239250632936183,0.8727014389429835,0.8286156725365774,0.6469967616176779
25,0.8141036426117618,0.7373945073631557,0.7769454533815123,0.48412674296122266,0.8329387775377693,0.15258588858379543,0.7879509388893725,0.5624664435494433,0.6435640493597541
26,0.7322026889104444,0.8725336040447246,0.683729854627708,0.47393942474994455,0.8303148644904663,0.449640741717541,0.6857172261426547,0.4225993321806763,0.64383471710802
27,0.6816385773698773,0.5699166754466892,0.7154848284731552,0.6106995576775671,0.6533396383709656,0.7141743111078291,0.8809332204120545,0.5958472453746263,0.6777542567790956
28,0.4757290536628744,0.5030596160096789,0.664835503529917,0.5647611874020991,0.5389320013774194,0.4720958393450148,0.4183781381377121,0.6490375648194393,0.5358536130355194
29,0.6903650382696653,0.39370268994614877,0.9227198534637021,0.5988409237092961,0.4868770233380489,0.786584424800534,0.4748606253735788,0.6270666091904274,0.6226271485114252
30,0.3742953654036319,0.5907304391266504,0.9157139376753054,0.8903497485775776,0.6914932568108548,0.5472887793162542,0.38137106993426645,0.45832598445556066,0.6061960726625126
31,0.34937923001476917,0.2599862670886703,0.7570731796578801,0.63758646928719,0.35812785066033553,0.19157177337338407,0.38346748239496636,0.5714649444255245,0.43858214961284003
32,0.8481996453620112,0.553453019427688,0.44127391295954355,0.5959971515604479,0.7546144188140399,0.8076113431001627,0.7134219607943758,0.6348198786474422,0.6686739163332139
33,0.6242468484158135,0.6970997417082248,0.7419665942157186,0.6998742328940916,0.7708105855517556,0.35731627695209855,0.6022496617274327,0.7075234494801627,0.6501359238681622
34,0.7454609939398619,0.5941045404260371,0.8783276380053779,0.6811322726090094,0.8247633641426461,0.4885619458684873,0.38785449835360764,0.48862121473233605,0.6361033085096705
35,0.4684178151880223,0.7189763964597808,0.7580206020349712,0.6209603788867424,0.40953965381332047,0.5294756399733971,0.4675508215063862,0.4225715006474002,0.5494391010637526
36,0.8828826155660446,0.42791053828944753,0.29340795397341,0.6260962004078954,0.4349080337778977,0.5463193689018047,0.4358123468017055,0.3319975770955704,0.497416829351722
37,0.5370246200501356,0.5997438714469928,0.7745947632054254,0.5576394658556526,0.6457598124971864,0.5830857614841078,0.4654302617068907,0.4429541677988865,0.5757790905056597
38,0.8593230670160056,0.46000589895374716,0.5988477210923807,0.582547358096546,0.5127107746513461,0.7533553410955285,0.8663400396064741,0.7942927511831926,0.6784278689619025
39,0.5692160220158013,0.727422966115455,0.7367987099915408,0.4443049802740887,0.4882941683808089,0.40515816370242597,0.6458957841053209,0.5957546735703699,0.5766056835194764
40,0.6394945556259106,0.4236199125610585,0.7753751521035486,0.3372619027534278,0.7181171048063089,0.48202628515416296,0.7541264310042338,0.19603019426189378,0.5407564422838181
41,0.6696289758646983,0.638818756254742,0.7019046326705399,0.36166541557258586,0.5028942150520033,0.5185536874249691,0.7104109519387275,0.3415052203030484,0.5556727318851643
42,0.5829697791944516,0.6710192026980317,0.5811804368069895,0.698423792818545,0.7097306993019303,0.7490725287172116,0.6047878319760849,0.3137135596683755,0.6138622288977026
43,0.63085054090628,0.7769692262915512,0.6381204562156224,0.6754278982701426,0.5018035109393907,0.7223207940274154,0.7196072175887953,0.9041487884547458,0.6961560540867431
44,0.7373310765572966,0.7247032553040892,0.556560100601218,0.7884496995993235,0.8061527746485971,0.5022374660566347,0.5284535396733163,0.6985229113954059,0.6678013529794852
45,0.3868883537407062,0.6733577579867227,0.6797804853716842,0.7173034221954474,0.46639990736539716,0.42253302619408944,0.4755080308774687,0.5271449358960538,0.5436144899534462
46,0.7662144690139637,0.7515140192146172,0.7127078589795501,0.38695582971699216,0.7676816994506285,0.5777122758402402,0.5791939868117693,0.6420562782390279,0.6480045521583486
47,0.9060903676275501,0.39966653670682456,0.7113081307816599,0.5633629805091526,0.750011537987176,0.10580192717485536,0.4573680167395275,0.6928703518712668,0.5733099811747515
48,0.7658397670694438,0.34816697854696277,0.7330407950879371,0.5832758029248767,0.7064374276032255,0.35822954359534875,0.6529464403582519,0.6739741559733712,0.6027388638949273
49,0.8042894454370096,0.8421455999444896,0.4994374045032664,0.5808860629855318,0.7084544285165558,0.5239568019998583,0.5725983647847326,0.4134196655439926,0.6181484717144295
50,0.7623682157261451,0.8489778863700778,0.6204389627352057,0.9343675796242309,0.7176038749076683,0.6041732669783081,0.6747286920446622,0.6403124191795091,0.7253713621957258
51,0.4520135752964922,0.7427507136012103,0.7102324423412507,0.6084241080707657,0.8217317989788485,0.6728590904448843,0.309552880785315,0.6167010271903797,0.6167832045886433
52,0.4274527407608017,0.8240382003903559,0.6432961613398134,0.36297741177444115,0.6201452564498345,0.3305104012061311,0.4325995239371643,0.4520511606124753,0.5116338570588772
53,0.7691496606391567,0.5142039495248119,0.5822281947698335,0.6790394240622539,0.7254699321071312,0.7384012500859026,0.5364423714318565,0.5566254286245843,0.6376950264056914
54,0.5783953857052127,0.7355296013249173,0.5353811204262469,0.5812801351678815,0.4820000924530444,0.6361036318844082,0.4941950574577803,0.5117339200911015,0.5693273680638241
55,0.8278875100156635,0.6549409509535116,0.5970815172793583,0.6683312207967483,0.6095186316304497,0.38850592996899846,0.694560680308038,0.5929691673679156,0.6292244510400855
56,0.5503842757225931,0.47203903202559905,0.9045229441130042,0.6993575331701272,0.5560770650391839,0.714562188708106,0.406012199944204,0.7303363703214316,0.6291614511305311
57,0.7886082241803309,0.6982284739720739,0.4300355854671437,0.7550693574084912,0.6201513287814553,0.6100007556567544,0.5241974816480953,0.7126854030691273,0.642372076272934
58,0.6381793702929122,0.8153568294764165,0.5508766304575292,0.6279010614580187,0.8237334684082758,0.7263956164011258,0.5619510452498321,0.7178462424045114,0.6827800330185777
59,0.6950105117450721,0.29580872850788276,0.43392681993707766,0.5888823969689934,0.45489706977069805,0.6126085653725841,0.8352419193226315,0.8444019769108135,0.5950972485669692
60,0.6732257584888116,0.8589827401757355,0.34817420123112264,0.5847684656154697,0.5039084985757569,0.7936728475978065,0.6944637416480804,0.4075843332805608,0.6080975733266679
61,0.935860792385205,0.6808572161659528,0.5891891724395459,0.8851281885878377,0.3660795509922596,0.17048522432480523,0.5726119908193634,0.3538510255843694,0.5692578951624174
62,0.3262079657102145,0.7642461939039367,0.5574780571322709,0.5877086763787653,0.39721883124228563,0.5602717526809662,0.7159002071879326,0.3497573921446703,0.5323486345476303
63,0.5597996841491432,0.3857474024092959,0.8564785124474937,0.6826069248429901,0.8258202918755184,0.35735185937772534,0.6332573795606588,0.4583639377700408,0.5949282490541082
64,0.8411226804814692,0.7119542652161349,0.6507570857113527,0.22735482225972414,0.6243504859001103,0.40734196813633394,0.6553039860833261,0.5266547870553144,0.5806050101054707
65,0.8386035240741684,0.5823694826324434,0.7908518508681031,0.6361025368395352,0.5719906036771794,0.6374991513767766,0.5250530696853857,0.5994060145898511,0.6477345292179304
66,0.6207555418949955,0.6832934183435556,0.627265100364631,0.7932692500063413,0.7874154086444125,0.6655584706155012,0.5086961672873329,0.5179483767093906,0.65052521673327
67,0.738398394769324,0.7152459859390312,0.5223819814511678,0.7186199675989358,0.8162525496895672,0.3343599847819681,0.5842890199902653,0.6837233306416494,0.6391589018577386
68,0.660113733919108,0.8463099563967578,0.31913024178483373,0.6529814144018868,0.5447808344957946,0.5661010218492999,0.5580745741649539,0.463238637219424,0.5763413017790074
69,0.775951906522373,0.8130311027003432,0.5951290405989709,0.8022138794487725,0.4613409090124499,0.80810167882061,0.5854522718280243,0.2788526132459743,0.6400091752721898
70,0.8331396661990417,0.45592900319925894,0.7619610361873153,0.9191992281057149,0.6149054897084174,0.43358963838462505,0.03137531054240408,0.49755279312280054,0.5684565206811971
71,0.6323757387227718,0.6438441455146647,0.6028277836576504,0.795392376819242,0.7284295190299261,0.5552950430267873,0.7317211529834452,0.37622034102892027,0.633263262597926
72,0.5186053705213803,0.5083162358395801,0.6601028125095384,0.6948337257278537,0.34927767955894085,0.4644845936813234,0.5655673396842997,0.3425148572066736,0.5129628268411988
73,0.7557186686455244,0.6880220561211641,0.8502229943988467,0.6257595405606914,0.5676507143776875,0.8314939287241979,0.525509785110435,0.3689023205360997,0.6516600010593308
74,0.8596701104974553,0.5687011510053706,0.23077591259977767,0.6032109960262491,0.4400583180317883,0.4950656077857615,0.7006305235287043,0.601080793693686,0.5623991766460992
75,0.9401119780908401,0.5731212961578175,0.7449432453741436,0.39514124742416273,0.46991049546410385,0.5879725229455975,0.6076377944139048,0.6079749201723492,0.615851687505365
76,0.8874795939205471,0.5583587221860742,0.5756740850488066,0.9356078678935398,0.36572371355903827,0.43672325616182367,0.7037718556455611,0.700131527236554,0.645433827706493
77,0.5893306798695505,0.4093754152903482,0.8697257393656799,0.568882727793746,0.5260993929195894,0.6049500580162365,0.29585696238978404,0.491596004133678,0.5444771224723265
78,0.6353823356041572,0.3991801560358266,0.7792079450958985,0.4977292666293932,0.5372743546839418,0.5851616102821879,0.4740275223790788,0.48642483978043694,0.5492985038113651
79,0.2752183865842566,0.9140557725154282,0.15023802468014671,0.7108827051167023,0.5755762538895702,0.384101842147686,0.375656368967477,0.3592153324398569,0.46811808579264047
80,0.8818788660299417,0.5708274397893328,0.6931918141397736,0.5651961337464012,0.36918796223992134,0.7710567346647561,0.6707453133970702,0.71949726260271,0.6551976908262384
81,0.9672120348821862,0.6821898921816362,0.5141349389458715,0.4464078521078897,0.8382759803463108,0.50163185897701,0.08479664258671836,0.6677970627042497,0.5878057828414841
82,0.8367734539447046,0.751741159543093,0.36965638678632545,0.5296493514124853,0.4895291386157229,0.537215128905208,0.5802018130963049,0.4230231918735989,0.5647237030221803
83,0.6519794053704489,0.4245324095143815,0.7155169339328389,0.7777644087764783,0.4660890811130976,0.7839703710883876,0.47419503348213554,0.6472926783997631,0.6176675402096914
84,0.710777678388615,0.50127552126431,0.35414438044375474,0.6904075412218456,0.6247524102597957,0.5359433297083139,0.5104441548144172,0.28918096514741615,0.5271157476560586
85,0.6958960780486695,0.6667634878771314,0.7616279550193219,0.6603554101619783,0.48847501076208116,0.5485780527033512,0.6497645655672398,0.7466802865774116,0.6522676058396479
86,0.913211690786849,0.9000059831826329,0.6672042081604544,0.6150760025693884,0.32308504748454325,0.6622382351214049,0.6602587910079315,0.48699844062171144,0.6535097998668645
87,0.9412947077933618,0.6662106630026178,0.7109297095118755,0.4776998248092963,0.6046102800844266,0.5479489424910111,0.46124827677760544,0.4056432216783977,0.6019482032685741
88,0.8254849452405106,0.7924876204832397,0.8717991386618031,0.5501865963025256,0.4928626250776539,0.6369284087651962,0.6289945459171578,0.6137331252491056,0.6765596257121491
89,0.6449332375694531,0.6331831393181662,0.86504313427156,0.5203675369826796,0.7770356906666802,0.6516717237331944,0.593509387283883,0.38798829614004,0.634216518245707
90,0.7828448666514323,0.639720076786197,0.5969079120861478,0.7744407387392442,0.44446959306030853,0.3537231830567814,0.6595165207404123,0.6210620958434545,0.6090856233704972
91,0.9187954213538188,0.6476696624778155,0.8770957384627596,0.7202563708315018,0.5809808520636809,0.5532349657583487,0.4929866813173892,0.6460560854645601,0.6796344722162344
92,0.6590974362020441,0.945930705124235,0.6920224081528146,0.15250118749217098,0.4643661965137182,0.40393212708323295,0.4648629660979435,0.67797168324202,0.5575855887385225
93,0.4965884308569913,0.6743940529396514,0.6408633036849972,0.7501548749434062,0.6655036511367647,0.3466398166588762,0.7541174555076073,0.5983277808211885,0.6158236708186853
94,0.38125135224468076,0.8373910469711355,0.762192646999908,0.6273352452012007,0.7818003952813233,0.3106424995311695,0.5928644091617618,0.6328942407053533,0.6157964795120665
95,0.8748834040160867,0.26465875032491504,0.3866597875523784,0.6891909360121946,0.661568539932293,0.4798518266305416,0.671507754780508,0.7586011236620785,0.5983652653638745
96,0.7918330107591113,0.9433464083176579,0.7650341687577937,0.6121710169407355,0.3828804720055795,0.7027348029592045,0.7355907308092153,0.5918454101940592,0.6906795025929197
97,0.679205010537092,0.6355037609687063,0.740287175068051,0.8604327590022675,0.49874313635125894,0.7238159457173016,0.6503576049740896,0.6540047172294639,0.6802937637310289
98,0.5223918780667659,0.6817169850021126,0.505840160321759,0.5185901865438748,0.30559089386416305,0.480369772214876,0.5856640886980229,0.7767719333642528,0.5471169872594784
99,0.4494941668683624,0.6407133691579999,0.8591852552322673,0.7383750639532382,0.7208025403027504,0.7130988470280942,0.10367807194584266,0.5405825759508572,0.5957412363049266
100,0.6798009504769339,0.6118112689448919,0.5351721000444979,0.6416688081258037,0.6351329746778276,0.5715274265203787,0.5136773760479242,0.5898655688599372,0.5973320592122744
101,0.8321048761965615,0.7380265745796474,0.6791525532801072,0.37908938773838735,0.63822961516335,0.342655157357234,0.4737831061409296,0.8579116682903669,0.617619117343323
102,0.6501723627816484,0.712047571159779,0.8273249653831278,0.6773337527248511,0.6471595071958471,0.910662398736085,0.5446760876803494,0.7120475711597792,0.7101780271026834
103,0.6288072703406737,0.8546551232627722,0.7013191416104748,0.7447005401797046,0.6784278358449074,0.8015379596918708,0.4452340717094999,0.7421020501414521,0.6995979990976694
104,0.7629527293174003,0.9568305480462457,0.5546387785257687,0.6298352381845295,0.6543414799734258,0.6942827354582387,0.5905162224869271,0.7539859590861632,0.6996729613848374
105,0.8216943265857243,0.8411833082219081,0.6660364475258178,0.8422303905186538,0.5850105644105601,0.5290304495234048,0.5325801902291891,0.7810844139204335,0.6998562613669616
106,0.8406505909670253,0.6984034582408444,0.9332411125876869,0.6567760066976853,0.5687696254401379,0.7981156216517276,0.5246462490714865,0.8434476601137564,0.7330062905962937
