Num,F_1,F_2,F_3,F_4,F_5,F_6,F_7,Average
1,0.6670335692065649,0.8071211993764081,0.6896717400078526,0.33782458359164286,0.8148809529917745,0.5556098494360072,0.8815964120939006,0.6791054723863074
2,0.8225457316743557,0.7913058746347157,0.6145370476572751,0.8135925070743781,0.9241237308737221,0.6638961894467554,0.3718886421175698,0.7145556747826818
3,0.5522137910023268,0.4007318911331914,0.6090389677195511,0.8460120052590012,0.6716537243056614,0.7723346167170144,0.8681726117070719,0.674308229691974
4,0.518733924769947,0.5555913693685292,0.7620890723776751,0.7802450100807438,0.8802497884679782,0.7659046870657172,0.8625744143328676,0.7321983237804941
5,0.516138164497534,0.6130797181471873,0.8644721674119452,0.800114060424197,0.8906005363691113,0.7621023205698855,0.9392510011680741,0.7693939955125622
6,0.568615872764731,0.6898270756363885,0.8963448077121534,0.7717936743464774,0.6973470078810694,0.8428815777767087,0.9326276017012806,0.7713482311169727
7,0.7126091950095601,0.8211930701220813,0.8031039389647793,0.8260797071675121,0.8944316414418609,0.780709261366287,0.9164458382824513,0.8220818074792187
8,0.5040526371544746,0.5477410274515613,0.6080543981274474,0.8637194305789846,0.7167229148504298,0.7820525790378214,0.6839667969682269,0.6723299691669924
9,0.9017357614110196,0.8685584609675467,0.6856865144581484,0.5382643202481556,0.8550471348358184,0.8581925369399851,0.9549232027290127,0.8089154187985267
10,0.5219318076390488,0.5567838763066428,0.7373356269816405,0.7439041693960334,0.7994951287705625,0.7583922340197371,0.4683467158446644,0.6551699369940472
11,0.6485673831667853,0.5811463295596807,0.5439003265403648,0.8324115956058533,0.8647879617889669,0.728780062951203,0.7327734184195667,0.7046238682903458
12,0.6262322520367622,0.6516124816009303,0.7908576463724137,0.7813379580060407,0.864054542847425,0.7257301005579428,0.8646720751276993,0.7577852937927448
13,0.5898230577319753,0.41757985996025376,0.6096832170947626,0.7632773999562334,0.6413554509277022,0.963034180252426,0.8157336345736609,0.6857838286424306
14,0.34806423005606907,0.6504462383106063,0.6242761795186346,0.44580859948383766,0.6266201745665632,0.9714574364906837,0.5221562174172545,0.5984041536919499
15,0.7431282375056104,0.6415649173597067,0.6123361407407631,0.9578283041985357,0.860851733139913,0.2865174545688361,0.7185338313548876,0.6886800884097504
16,0.7355272341359764,0.7803987310132594,0.6716523914951203,0.5884991058937487,0.9460246134355449,0.7294381169544549,0.5666060435637477,0.7168780337845503
17,0.8620308889261002,0.5323035752825399,0.5146630653495513,0.7956978233409905,0.7797517962297829,0.9604063675236317,0.9869482019360868,0.7759716740840975
18,0.739543322455203,0.5606838037257212,0.5529609194148399,0.7589680830393851,0.8142326414690735,0.9508814640204916,0.7184304314168752,0.7279572379345128
19,0.6349960596762401,0.8082463676108038,0.6298236983708067,0.9007424722375827,0.8701821615532027,0.8980145408209927,0.8849552505801347,0.8038515072642519
20,0.8242490312150245,0.5200667738522299,0.47603547873903845,0.6829463513972422,0.3862129699096003,0.8403373269425163,0.7610715416965822,0.6415599248217477
21,0.6883108907086666,0.5581762649275042,0.8622829194110438,0.40205417552212275,0.6051833800175367,0.8484293404208311,0.5928304223331526,0.651038199048694
22,0.7182308444442196,0.6903954309838038,0.6529335565214476,0.6964040188292212,0.9241829782345651,0.8993257605730238,0.9239772695927537,0.7864928370255763
23,0.9132656230862262,0.5755268227972148,0.48854932424078906,0.7655067911981971,0.7542352280992201,0.7782573063787496,0.6111824808985425,0.6980747966712771
24,0.7043429308052395,0.7071603485063936,0.7352784580553536,0.7970000247251569,0.7854559182998416,0.8707175479295223,0.7421130571924461,0.7631526122162792
25,0.6128746820814849,0.23975624953746022,0.867469430271323,0.8984847426448085,0.7559720824056478,0.8149668454339926,0.45459294761505825,0.6634452828556822
26,0.545364943092554,0.5804748077932054,0.6078822785247963,0.8507896422300467,0.8890076999498054,0.7330416785902492,0.8230890954083294,0.7185214493698552
27,0.5657927602270079,0.6975161844018175,0.8132566232729431,0.2799347003125913,0.6168786567644464,0.9038629945672909,0.8162781493963549,0.6705028669917787
28,0.5624325195760502,0.5697809479978996,0.7796377317417177,0.638987100588494,0.9781904476848908,0.8027302685958634,0.7871909238852042,0.73127856286716
29,0.40263461949430435,0.7079326579733752,0.6966675852487818,0.858270769152192,0.9351492601050185,0.7849423208272372,0.821990176135282,0.743941055562313
30,0.4848274203824303,0.8639659293232631,0.6681911947661026,0.6380774473376374,0.7555972826812201,0.8996293917846138,0.800708892807208,0.7301425084403537
31,0.4688748375189015,0.6976159611984651,0.43778351590259906,0.5962508102374425,0.8321103613411267,0.7721376819794604,0.8540496381237006,0.6655461151859565
32,0.17579600361376577,0.8764657787025888,0.7643257353743043,0.7850730625498852,0.6322190759286648,0.44642702111655586,0.8400921661972501,0.6457712633547165
33,0.864933315094384,0.41095793774595507,0.762272199368027,0.8084767648548171,0.8395013663836103,0.44999795397934383,0.5916620967634091,0.6754002334556495
34,0.8176550787029961,0.5025960514932717,0.8190524203750611,0.6623509400768645,0.9638780499436588,0.8548685117727512,0.9840355686672081,0.8006338030045445
35,0.5646944853695413,0.7335611745072919,0.9358184372574381,0.8266730396684832,0.6559223906469538,0.848089945070717,0.8092788291181373,0.7677197573769375
36,0.6992192541983011,0.7824365616248802,0.8207260599611038,0.6837690605272432,0.8539715656506717,0.8013084577934642,0.8188995130921156,0.7800472104068257
37,0.44345951083739027,0.5515964667333962,0.032625056437184705,0.7848745513489941,0.4762056194705186,0.8380073213668053,0.6872466179813971,0.5448593063108124
38,0.5221068286595117,0.6284356220472073,0.6635800598445162,0.49032358918605784,0.5631687712867779,0.9325913111391426,0.794149461860225,0.6563365205747769
39,0.4374372458652766,0.5030180329381791,0.9147496864924466,0.7688479713813738,0.903718755090879,0.6818834451924676,0.4141026603968502,0.6605368281939247
40,0.7184656785445006,0.740412335632032,0.6472670209823145,0.8791737312790773,0.7692480591542772,0.884313475353614,0.7922708716902799,0.7758787389480136
41,0.3536201365126776,0.6325276091793572,0.7422748340414885,0.6709856173522658,0.7691073807938916,0.7945999032623254,0.8236873935449608,0.6838289820981381
42,0.6705327420479059,0.7129837531782179,0.6545287574612482,0.5791477431162655,0.8380349973026695,0.8038546817403488,0.8432687249008498,0.7289073428210722
43,0.6513082412270471,0.6727764655791892,0.8052224016687983,0.729629671846909,0.9576059678963196,0.6124242695951188,0.8628025698429986,0.7559670839509115
44,0.6045861004308785,0.8471167388013622,0.6766553726148918,0.6502885576923008,0.6954129250724012,0.663661052759058,0.9909613690621127,0.7326688737761435
45,0.626428005607919,0.24484563964688688,0.5719383507024621,0.8615175380644972,0.7217290815073967,0.94192898783841,0.6669973880346571,0.6621978559146041
46,0.6791682735227411,0.7786447077730266,0.5262936815557046,0.7396382336675097,0.6934942230018678,0.7536480670235887,0.9357523414162848,0.7295199325658176
47,0.7543596788631498,0.7803038986773704,0.7288234382686716,0.6360189674891061,0.8741109581260493,0.9037732208137593,0.9491679100036622,0.8037940103202527
48,0.47045393336257874,0.7083033832841167,0.5977024351058827,0.7947974998491563,0.8323786522237664,0.8811837939778999,0.8646881377517824,0.7356439765078833
49,0.4851681063870807,0.6049669325040066,0.950518798043519,0.8486557804004442,0.7160455769703968,0.7976148225979153,0.4839394925531276,0.6981299299223558
50,0.4964383502525014,0.7449857106536133,0.9515801406478227,0.9272172362791268,0.6516316514193259,0.8377625751739226,0.8555275428206331,0.7807347438924207
51,0.45744882212658233,0.409811507829794,0.8251450401888836,0.6229994200390228,0.8680852878860514,0.9548771386888196,0.8352190669837856,0.7105123262489913
52,0.6936464781506468,0.7587073955319803,0.6732049085174265,0.8629990285514656,0.7153791052718536,0.8545886557379611,0.845654151502166,0.7720256747519285
53,0.6233985570550163,0.5911142876277621,0.980194497792622,0.6888559034190779,0.8822058423690358,0.7712836065359283,0.8455724041112329,0.768946442701525
54,0.8050375050196908,0.6638852062128411,0.7381523161991916,0.6330929829984042,0.4792313395470138,0.8346214695943976,0.5720588104674359,0.6751542328627107
55,0.48681210635893407,0.7056014403674992,0.7570534077713779,0.9068928952982305,0.7981997924780566,0.9007830117491872,0.8757082202521415,0.7758644106107753
56,0.46136270600845947,0.6615633608584125,0.66814943409163,0.33529361517646944,0.8698791277408381,0.6103710585670736,0.9434008489864262,0.6500028787756156
57,0.6418524064367962,0.45264986418357966,0.09750125352799688,0.49230387046951973,0.6941725849331816,0.9034633005268111,0.9179666867417993,0.5999871381170978
58,0.7562218203497175,0.9077717805653106,0.3894815499381246,0.7316089165068692,0.921476112830098,0.7040063474926803,0.5345664333811543,0.7064475658662791
59,0.43392587942042876,0.5864208199207936,0.6333053351471787,0.5200448710886801,0.7375895030737726,0.6901571420355582,0.8256120440375083,0.6324365135319887
60,0.41672733981100185,0.5905311198393776,0.8416062879348786,0.6939038822520641,0.8524309752228947,0.7244606955106032,0.8552058634412864,0.7106951662874438
61,0.6225804261685468,0.6552597050089787,0.7760445058973291,0.9370028831750578,0.8071491781047452,0.8436368342087044,0.6825537972921168,0.7606039042650684
62,0.47383561128028895,0.6470105245504878,0.5320049421900692,0.7972076759314615,0.7310011656415566,0.8581805115095251,0.9261180142048488,0.7093369207583197
63,0.6349911177533556,0.6611776811442704,0.7005945453469169,0.6417619296469792,0.7851588071548447,0.7946361252170642,0.9692743040746872,0.7410849300483028
64,0.7231541780473238,0.11953101163772945,0.09243338239988948,0.5565991925625622,0.5061556719123078,0.8460377163837617,0.878100178446515,0.5317159044842985
65,0.3625505771137344,0.6725792010239378,0.639239798611514,0.7076797320898874,0.6076481612982186,0.8628353779755971,0.9577132733474826,0.6871780173514817
66,0.8135075924845535,0.8870256399948709,0.5472959325397478,0.8027695597015182,0.9628658770054249,0.8842554998885532,0.576405966356927,0.782018009710228
67,0.6982402340581138,0.7906052396789097,0.6995537007725264,0.8276565706893704,0.842757929216943,0.8358108853100672,0.8560448873442726,0.7929527781528861
68,0.6240440029937743,0.3821890976628877,0.626064234073961,0.5174875030235803,0.5882241332294276,0.9084453138346912,0.8094688669670357,0.6365604502550511
69,0.7256329042637747,0.8395432269523437,0.7671781428247074,0.7869655221553655,0.4215790729001629,0.5361083017415723,0.8298922069465723,0.7009856253977855
70,0.695048242304006,0.6185124698596822,0.7726541773178238,0.8732216949752977,0.8661095486593842,0.7980478930412126,0.8292631253227669,0.7789795930685963
71,0.6240779672762505,0.7893880998637195,0.7146374955668885,0.7409659350421541,0.7081585662947938,0.868526006958136,0.6116994306092894,0.7224933573730332
72,0.6097234326692333,0.6903759040948156,0.7087904148890833,0.8132331390166297,0.6853366596878597,0.8265708848132103,0.8867097184309941,0.745820021943118
73,0.8371721864386502,0.6762832748058188,0.8083284751293293,0.6991115774542923,0.8353530313609099,0.9698165872114407,0.8836726971923049,0.8156768327989637
74,0.6193107522832675,0.8962843655273657,0.7884860200310099,0.1474203501374341,0.7928799421092995,0.9222997677023008,0.8835336203600235,0.7214592597358145
75,0.09214104764596356,0.81127280832063,0.6355101327861267,0.8118601053597015,0.775976647930767,0.6595786405763348,0.8130367648746207,0.6570537353563063
76,0.6649913310168927,0.5422715906759242,0.8167032746456774,0.7589669808111161,0.6519862373499066,0.9226771420842786,0.8653967029887248,0.7461418942246458
77,0.28324084863427096,0.6398164027998196,0.6648724327476494,0.32952264047572555,0.7680121806385798,0.7005788725965281,0.8675958528925349,0.6076627472550155
78,0.4775488335181611,0.46481145433318866,0.24407337112685323,0.6346108390342236,0.7830035286817355,0.8635616156308759,0.8794062920056863,0.6210022763329607
79,0.6231072207532471,0.5694754058222123,0.6550833100211285,0.7651405468657922,0.8892079050598355,0.9050773375856598,0.7783919037669901,0.7407833756964094
80,0.40827822458405055,0.8717276405953434,0.6568247062529797,0.7455577521646252,0.8144419887991569,0.7408612795656692,0.8399803240199868,0.7253817022831159
