Num,F_1,F_2,F_3,F_4,Average
1,6.666444451673248e-5,2.8571020413229668e-5,2.8571020414022663e-5,6.666444451858273e-5,4.761773246564188e-5
2,0.46558946595232276,0.8994456215329423,0.507340883640721,0.7250188130916012,0.6493486960543968
3,0.0,0.0,2.8571020414022663e-5,0.0,7.142755103505666e-6
4,0.5799540219901022,0.16995784447896636,0.16995784447896636,0.5973563303448584,0.37930651032322327
5,0.7364198845579267,0.05886948192909719,0.8001953665773466,0.16328684212191322,0.4396928937965709
6,0.7414956874776105,0.6875985981352735,0.8158807003039733,0.6938103836746502,0.734696342397877
7,0.6016441591135628,0.5679355222256988,0.08478133427201731,0.6121469188943796,0.46662698362641464
8,0.0,0.5915779880196527,0.046470972135354865,0.7251163833812835,0.34079133588407273
9,0.5838999932218094,0.8626989708833136,0.9324978479686855,0.0,0.5947742030184522
10,0.465211783157552,0.7590014517012039,0.8095907131272935,0.9249481135518696,0.7396880153844798
11,0.4593166738542664,0.6719187430211591,0.017841205016806888,0.8675103317108508,0.5041467384007707
12,0.29400484923474135,0.11066267809881504,0.7515746369285505,0.0,0.2890605410655267
13,0.33424934142613644,0.14133622476808272,0.14133622476808272,0.5194686672484751,0.2840976145526942
14,0.7547350695510648,0.5101696425207514,0.4716968159798393,0.26951536965546213,0.5015292244267794
15,0.7364198845579267,0.05886948192909719,0.8001953665773466,0.16328684212191322,0.4396928937965709
16,0.4787589564304938,0.6886858984946652,0.842579480725515,0.7851624145977096,0.6987966875620959
17,0.4593166738542664,0.6719187430211591,0.017841205016806888,0.8675103317108508,0.5041467384007707
18,0.7470118104427992,0.8163097884392536,0.693959202398418,0.7927214425382265,0.7625005609546744
19,0.5481345847993471,0.8666890282547761,0.07648179080143365,0.684232815988455,0.543884554961003
20,0.4593166738542664,0.6719187430211591,0.017841205016806888,0.8675103317108508,0.5041467384007707
21,0.47738483882323174,0.26741805796167684,0.2674287787531452,0.8209457700351865,0.4582943613933101
22,0.0,0.8397743447600798,0.10756014115685353,0.7650074388306044,0.42808548118688444
23,0.6956604913395189,0.4617564564409148,0.8622624718303713,0.5834548144559005,0.6507835585166764
24,0.465211783157552,0.7590014517012039,0.8095907131272935,0.9249481135518696,0.7396880153844798
25,0.33424934142613644,0.14133622476808272,0.14133622476808272,0.5194686672484751,0.2840976145526942
26,0.7547350695510648,0.7047452275433991,0.5404773776576849,0.26951536965546213,0.5673682611019026
27,0.3698212153869871,0.9666370275041043,0.5440949585568895,0.07837511199870834,0.4897320783616723
28,0.0,0.7169452795654101,0.5142153186174128,0.7210837381445034,0.4880610840818316
29,6.666444451673248e-5,2.8571020413229668e-5,2.8571020414022663e-5,6.666444451858273e-5,4.761773246564188e-5
30,6.666444451673248e-5,0.5744914104110176,0.3211711318541429,0.48284379015848944,0.3446432492170417
31,0.0,2.8571020413229668e-5,2.8571020413229668e-5,6.666444451858273e-5,3.0951621336260514e-5
32,0.2742177220989955,0.06982340153191333,0.06982340153191333,0.16926323481497285,0.14578193999444874
33,0.0,0.5915779880196527,0.046470972135354865,0.7251163833812835,0.34079133588407273
34,0.7364198845579267,0.6418351404252084,0.05886948192909719,0.1632868421219117,0.400102837258536
35,0.0,0.5317895253962115,0.8001953665773466,0.16328684212191322,0.3738179335238678
36,0.11403450465996987,0.05051786771760272,0.6095087318081193,0.815090355035542,0.3972878648053084
37,0.465211783157552,0.7590014517012039,0.8095907131272935,0.9249481135518696,0.7396880153844798
38,0.5363091290329512,0.955523096654692,0.8618043613990087,0.2788874289797392,0.6581310040165979
39,0.7364198845579267,0.05886948192909719,0.8001953665773466,0.16328684212191322,0.4396928937965709
40,0.0,0.830194066802325,0.47471716331549396,0.10348251198105944,0.3520984355247196
41,6.666444451673248e-5,2.8571020413229668e-5,2.8571020414022663e-5,6.666444451858273e-5,4.761773246564188e-5
42,0.7470118104427992,0.8163097884392536,0.693959202398418,0.7927214425382265,0.7625005609546744
43,0.0,0.830194066802325,0.47471716331549396,0.10348251198105944,0.3520984355247196
44,0.7822094721904433,0.26120979876923317,0.24712578257080078,0.8854382836784083,0.5439958343022214
45,0.0,0.5005330277738573,0.5440549423334032,0.8052949719005926,0.4624707355019633
46,0.6494494943881145,0.9295569504002624,0.0888207833954934,0.6135943908968176,0.570355404770172
47,0.60735719376565,0.22993949655649248,0.8095907131272935,0.9249481135518696,0.6429588792503265
48,0.6712173836577889,0.679068218764191,0.2239594890854966,0.0,0.3935612728768691
49,0.03508503949430369,0.9113076146039002,0.46411869451629656,0.19245721684711511,0.40074214136540387
50,0.7364198845579267,0.05886948192909719,0.8001953665773466,0.16328684212191322,0.4396928937965709
51,6.666444451673248e-5,2.8571020413229668e-5,2.8571020414022663e-5,6.666444451858273e-5,4.761773246564188e-5
52,0.6956604913395189,0.4617564564409148,0.8622624718303713,0.5834548144559005,0.6507835585166764
53,0.7364198845579267,0.6418351404252084,0.05886948192909719,0.1632868421219117,0.400102837258536
54,0.7470118104427992,0.8163097884392536,0.693959202398418,0.7927214425382265,0.7625005609546744
55,0.4313198624072532,0.13272678259692797,0.24712578257080078,0.8854382836784083,0.42415267781334753
56,0.5146390753539268,0.8574882871261187,0.06834664579369852,0.1525115359534201,0.398246386056791
57,0.0,0.0,0.6880109359063793,0.7251163833812839,0.3532818298219158
58,0.0,0.0,0.6880109359063793,0.7251163833812839,0.3532818298219158
59,6.666444451673248e-5,0.5744914104110176,0.3211711318541429,0.48284379015848944,0.3446432492170417
60,0.60735719376565,0.22993949655649248,0.8095907131272935,0.9249481135518696,0.6429588792503265
61,0.7364198845579267,0.05886948192909719,0.8001953665773466,0.16328684212191322,0.4396928937965709
62,0.2809291906259761,0.9719856992849693,0.5001065107419338,0.7662059444347593,0.6298068362719096
63,0.7414956874776105,0.6875985981352735,0.8158807003039733,0.6938103836746502,0.734696342397877
64,0.7470118104427992,0.8163097884392536,0.693959202398418,0.7927214425382265,0.7625005609546744
65,0.33424934142613644,0.14133622476808272,0.14133622476808272,0.5194686672484751,0.2840976145526942
66,0.0,0.8167643975307729,0.6635339447812861,0.39835094019200734,0.4696623206260166
67,0.7364198845579267,0.05886948192909719,0.8001953665773466,0.16328684212191322,0.4396928937965709
68,0.2742177220989955,0.06982340153191333,0.06982340153191333,0.16926323481497285,0.14578193999444874
69,0.7028356536839238,0.9038536684465147,0.8408985201500144,0.7578026532234163,0.8013476238759674
70,0.22135382631567932,0.18753971282093107,0.7086817642619266,0.3308821719702164,0.36211436884218834
71,0.5146390753539268,0.8574882871261187,0.06834664579369852,0.1525115359534201,0.398246386056791
72,0.22135382631567932,0.18753971282093107,0.7086817642619266,0.3308821719702164,0.36211436884218834
73,0.18431177063107157,0.49204591992651336,0.8622624718303713,0.5834512147232156,0.5305178442777929
74,0.7822094721904433,0.26120979876923317,0.24712578257080078,0.8854382836784083,0.5439958343022214
