Num,Q_1,Q_2,Q_3,Q_4,Average
1,3.3333333332441484e-5,1.4285714285332065e-5,1.4285714285728575e-5,3.3333333333366674e-5,2.3809523809217198e-5
2,0.3034321360686487,1.0,0.3398906542561226,1.0,0.6608306975811928
3,0.0,0.0,1.4285714285728575e-5,0.0,3.5714285714321437e-6
4,1.0,0.09287099970141259,0.09287099970141259,0.9005633952782033,0.5215763486702572
5,1.0,0.030327420738097372,0.666938053318438,0.08890165642987762,0.4465417826216033
6,1.0,0.5873444277308312,0.7166199808160943,0.8147176378502184,0.7796705115992859
7,0.9763089067352348,0.39658516152036527,0.044267182535938567,0.6785122132990494,0.5239183660226471
8,0.0,0.4509016151200472,0.023788216848843628,0.7550024139082387,0.3074230614692824
9,1.0,0.9600892975251257,0.8889037284070166,0.0,0.7122482564830356
10,0.3031113856963549,0.7332985489457046,0.6800944196715303,0.8603753225416965,0.6442199192138215
11,0.45918562255825024,0.5661372101018277,0.009000895923153404,1.0,0.5085809321458078
12,0.33737123500187094,0.06969804214205512,0.6020180774599792,0.0,0.2522718386509763
13,0.32635616369469195,0.07604184611089614,0.07604184611089614,0.4150348622409766,0.2233686795393652
14,1.0,0.349545553259055,0.3641729997915481,0.15574560150921532,0.46736603863995463
15,1.0,0.030327420738097372,0.666938053318438,0.08890165642987762,0.4465417826216033
16,1.0,0.7278063171293,0.7279804243091144,1.0,0.8639466853596036
17,0.45918562255825024,0.5661372101018277,0.009000895923153404,1.0,0.5085809321458078
18,0.9663066329986786,0.6896312738473305,0.531345731062006,0.6566185058441467,0.7109755359380405
19,0.6938175727071237,0.9633410820443907,0.03976140721501138,0.9830982830988174,0.6700045862663359
20,0.45918562255825024,0.5661372101018277,0.009000895923153404,1.0,0.5085809321458078
21,0.6588038256309197,0.15434655728148056,0.1543537001386232,0.8372689205178734,0.45119325089222423
22,0.0,0.7757548292850491,0.05683675528933603,1.0,0.4581478961435963
23,0.7091342915592806,0.3001842317976083,0.7578746859282768,0.5626283382328674,0.5824553868795083
24,0.3031113856963549,0.7332985489457046,0.6800944196715303,0.8603753225416965,0.6442199192138215
25,0.32635616369469195,0.07604184611089614,0.07604184611089614,0.4150348622409766,0.2233686795393652
26,1.0,0.5440977655745426,0.3703110656759123,0.15574560150921532,0.5175386081899176
27,0.49818108987145504,1.0,0.37604958152645673,0.040785853934389535,0.4787541313330753
28,0.0,0.5587799710697997,0.3460900661184049,0.7915085110879965,0.42409463706905026
29,3.3333333332441484e-5,1.4285714285332065e-5,1.4285714285728575e-5,3.3333333333366674e-5,2.3809523809217198e-5
30,3.3333333332441484e-5,0.4296161730457347,0.19130665307706607,0.4154477981133095,0.2591009893923607
31,0.0,1.4285714285332065e-5,1.4285714285332065e-5,3.3333333333366674e-5,1.54761904760077e-5
32,0.34582808875747073,0.03617461821230747,0.03617461821230747,0.19917925684950674,0.15433914550789812
33,0.0,0.4509016151200472,0.023788216848843628,0.7550024139082387,0.3074230614692824
34,1.0,0.5349497097658816,0.030327420738097372,0.08890165642987669,0.41354469673346395
