Num,Q_1,Q_2,Q_3,Q_4,Q_5,Q_6,Q_7,Average
1,0.11313044936244536,0.8559476284994871,0.7919814633015314,0.4830840227964097,0.41162833962512546,0.47958199720381484,0.9838863335113934,0.5884628906143153
2,0.09123566588113698,0.9095722568912551,1.0,0.7533545908096955,0.3502449600416134,1.0,0.38730005222519265,0.641672503692699
3,0.38542144756605373,1.0,0.6660835948388132,0.34894718012711223,0.7780394750720871,1.0,0.5829677975081298,0.6802084993017423
4,0.6566242021358114,0.7202233526861959,1.0,0.5195124821666952,0.6898382520783626,0.7700337807541372,0.36493070812926326,0.6744518254214951
5,0.8369856528565535,0.628363505218861,0.4147948104192276,1.0,0.45602740632715755,0.6221652560308749,0.9395203037362623,0.6996938477984196
6,0.8397819845711864,0.9195921662496106,0.13121510148750848,0.8099588927286686,0.6365973503859137,0.8629448974476667,0.4020004501574331,0.6574415490039982
7,0.887397548273129,0.7570213027186525,0.5199694958643325,0.2699595766818239,0.8200120367290032,1.0,0.6290219773551856,0.6976259910888752
8,0.03449084285078175,0.9765168478686626,0.5450068003860237,0.6710695499316831,0.5778206860417354,0.6563911373992809,0.8309267261208135,0.6131746557998544
9,0.3502105210678231,0.4897257123202467,0.39848010929207783,0.6555671707606687,0.9597258027507951,0.8942243221901025,0.9234677430672038,0.6673430544927026
10,1.0,1.0,0.03167808641218647,0.9136034038731312,0.6021530861141349,0.6801407156201258,0.6287814069603886,0.6937652427114239
11,1.0,0.6829098675136788,0.28335632013896617,0.5433897814397538,0.5885551264919842,0.8077328878075326,0.6253798314557856,0.6473319735496715
12,0.6106367100799465,0.8034178769991229,0.1137146120810062,0.6781648586792307,0.13594818481075338,0.15574531596802138,0.4978638268755481,0.4279273407848042
13,1.0,0.34169570997937937,0.601144697676953,0.19330447813530052,0.32783738461546463,0.8486586150306958,0.7015347485192803,0.5734536619938676
14,1.0,0.11490240755854586,0.6045963490857547,0.9520430556256433,0.9457824358952366,0.6509828507726746,0.6134955241400132,0.6974003747254098
15,0.3395230515067422,0.922882865412147,0.7736512989955052,0.840473125581259,0.37178995247953084,1.0,0.2720408048286774,0.6457658712576945
16,0.4966256570717747,0.7446975573991932,0.6316312417506025,0.8514497102495729,0.6364130581842147,0.8811542712509981,0.1603398014200398,0.628901613903771
17,0.4025160783794995,0.905770160139524,0.682841197053126,0.19623904063066358,0.7491290395095186,0.5942298398604756,0.729319708500638,0.6085778662962065
18,0.1963498622769712,0.6918097171091797,0.07864406638818655,0.2912749091156443,0.8193704063976744,0.7596912320180996,0.5268250688615145,0.4805664660238957
19,1.0,1.0,0.7860142817375904,0.9714674905736557,0.4515612485309344,1.0,0.1878366411445526,0.7709828088552476
20,1.0,0.6837459617800279,0.715112795518299,0.8576669712884131,1.0,0.7933137489912545,0.9205357853542847,0.8529107518474685
21,0.9885310681031237,0.20241434718698215,0.39286450376813803,0.4374843366551868,0.8955007326050933,0.9417702418282126,0.8917081763326143,0.6786104866399073
22,1.0,0.834968294680179,0.82070105408972,0.6064018562303884,0.38906174066810467,0.6336523096481494,0.8799268130433783,0.7378160097657027
23,0.3120795759347074,0.19586551225633464,0.1937338752912456,0.033501170429984975,0.7822466134676705,1.0,0.9460244326935806,0.49477874001050337
24,0.1649096323553111,0.7966854476820007,0.8975217886128674,0.6941241629942124,0.7962811328517477,1.0,0.6802008716888206,0.7185318623121372
25,0.5412327527689453,1.0,0.40150633285065734,0.14220981920078649,0.8617168088447117,0.6987653795063472,0.26467815643363524,0.558587035657869
26,0.8645240177124336,0.5910093049265519,0.4958711124051845,0.6552414649550019,0.9317942010782149,0.7066784979239668,0.8904672078609136,0.7336551152660382
27,0.5905239391842705,0.46251093901024526,0.5459404218591714,0.09467234046940298,0.33876451176765926,1.0,0.30916785145278336,0.4773685719633618
28,1.0,1.0,0.7072090731555023,0.20378713172450058,0.36363052839342624,0.704876795684465,0.7680581960337665,0.6782231035702372
29,1.0,0.33277513519442414,0.27296469680883295,0.8163638864669643,0.91643947251295,0.4746678771540914,0.9445185353499959,0.679675657641037
30,1.0,0.7316809372444671,0.6712771257160149,0.5130745466386429,0.6797863213822934,0.8288459415524374,0.8993405517879626,0.7605722034745455
31,1.0,0.14893806838223722,0.5107018080156046,0.963381890644151,0.3637207253282225,0.8935789151906374,0.8369280403156499,0.6738927782680718
32,0.21219642847131392,0.6371004615259518,0.8667699848402057,0.8532774333290882,0.8420356871618943,0.9151214286114745,0.7570598372818276,0.7262230373173938
33,0.3018613698393978,1.0,0.9223319270624663,0.7074381845466478,0.3257737234149826,0.571403956417952,0.5817068580729287,0.6300737170506249
34,1.0,0.6915563390307607,0.6524714016327691,0.27312963761509107,0.6773678952448233,0.7649693065154461,0.6733683062637703,0.6761232694718087
35,0.47559822555702935,0.44058585444380405,0.9974253290934412,0.6282263318775386,0.528631926541058,0.2749792968841555,0.7377011636225945,0.5833068754313745
36,0.43962669658959397,1.0,0.0,0.4763211848571124,0.8021891171049965,0.5969719281119623,0.3221060251863968,0.5196021359785803
