Num,F_1,F_2,F_3,F_4,F_5,Average
1,0.16147289335044857,0.798139576675883,0.7958415505322157,0.5128222594413245,0.8023503081628165,0.6141253176325376
2,0.6054473908843835,0.7592304878286722,0.22497919731430727,0.7011710004557339,0.24932084862351148,0.5080297850213216
3,0.680188833065486,0.6804843792915766,0.5375657952410794,0.4905294666175061,0.8678937481992641,0.6513324444829823
4,0.9285176845271502,0.5857389529890987,0.7293066516821657,0.4982837772714972,0.49830980105440886,0.6480313735048642
5,0.0,0.1303210259801746,0.4036840830018872,0.7771479021329201,0.7912821713101195,0.4204870364850203
6,0.0,0.688594018941162,0.6707239550339441,0.43330287882978025,0.8059313245463152,0.5197104354702404
7,0.40662635992946483,0.6549946860990676,0.6746100111284263,0.8857346940253361,0.7753677518353872,0.6794667006035364
8,0.4799180248225306,0.856867045360673,0.78968562241341,0.5476311259941126,0.566197481579348,0.6480598600340148
9,0.45746856250462686,0.7322567494532568,0.11882688958029512,0.6188125226534462,0.8350388202292232,0.5524807088841696
10,0.5464168470221659,0.7441213273577477,0.7917248393857765,0.4603239332733703,0.5527831206551769,0.6190740135388475
11,0.7581048684340178,0.9204682972220692,0.7640676818453306,0.4720180628054662,0.5651976771934825,0.6959713175000733
12,0.5625555743109001,0.9495936121705876,0.6039218192286212,0.8545746439698356,0.974110033850927,0.7889511367061742
13,0.5552871638427659,0.1578699962695334,0.20239508759391625,0.27232949234016346,0.58775200490001,0.35512674898927776
14,0.8897072159118041,0.5740467820775265,0.4387826678512142,0.5513642729314355,0.9016629228313664,0.6711127723206693
15,0.7329713139209313,0.8187045993424851,0.37134435109082325,0.8156534452498803,0.5923848398461058,0.6662117098900451
16,0.7246033934194945,0.5911059553963584,0.7243369235516297,0.06258577066287223,0.46366992428710363,0.5132603934634916
17,0.6926795134869078,0.7198101234077908,0.7676074822821126,0.748212587886924,0.6162008522178035,0.7089021118563078
18,0.924809184992971,0.49528241573250753,0.8064465041643709,0.2957636851676245,0.5200232023354369,0.6084649984785822
19,0.0,0.43122341907518374,0.4865061140844139,0.8758668472077945,0.5136080223276261,0.4614408805390037
20,0.6351193013073769,0.7128272466230519,0.4181856157300441,0.8369994197954864,0.954316488400135,0.7114896143712188
21,0.0,0.8566819694195968,0.7126831388653287,0.8872939009423001,0.3511486125611145,0.561561524357668
22,0.7188787047896079,0.6668530309484941,0.7343238460377813,0.3502495880968892,0.7316365111076141,0.6403883361960773
23,0.6421837247018573,0.5302992801934525,0.6767445187917427,0.8210022412210173,0.283996156930605,0.5908451843677349
24,0.9668965264823626,0.0,0.2448549243143195,0.4749336725557372,0.5861547838801471,0.4545679814465132
25,0.6758097114295825,0.7838199642645199,0.41115609667447706,0.7947508769416258,0.5161275666666477,0.6363328431953705
26,0.655102310662574,0.0,0.5823957827077301,0.7845857254904063,0.4095250935128857,0.4863217824747192
27,0.2913680733751317,0.833558597096,0.4041382044203745,0.16958317756563068,0.6697157605651517,0.47367276260445773
28,0.5067878634264609,0.9148668419974308,0.24241394300461774,0.6395054864421665,0.2772177418429416,0.5161583753427235
29,0.9799807370647287,0.5689840679129423,0.7378201821208639,0.49060629799369654,0.8984803472356804,0.7351743264655823
30,0.0,0.6650992342922851,0.5002467543614514,0.7376585891584782,0.5767005187065708,0.4959410193037571
31,0.7949904207243192,0.2158510865433382,0.1493612700862809,0.20304050070785729,0.6855623966732513,0.40976113494700944
32,0.6670696968178303,0.8133245328117247,0.3620302573890776,0.4143004330433621,0.7969637734059025,0.6107377386935795
33,0.8039283703356117,0.5973367937702213,0.7771617931313677,0.3240224146110231,0.7867586066326332,0.6578415956961714
34,0.14894345946467905,0.854258612963884,0.5042261632637034,0.7120137220714672,0.8584167475351547,0.6155717410597777
35,0.6837359315853638,0.8549637359232649,0.6182952079183467,0.6672020367963638,0.7738348500780324,0.7196063524602743
36,0.0,0.3784842721520484,0.624510384848319,0.6688907006205357,0.8214786023368714,0.4986727919915549
37,0.924809184992971,0.49528241573250753,0.8064465041643709,0.2957636851676245,0.5200232023354369,0.6084649984785822
38,0.0,0.0,0.5989218250071793,0.9075594676461723,0.6224374240090148,0.42578374333247326
39,0.5001164832220356,0.7769491278617574,0.4557068661851969,0.5960946122100639,0.663647473061653,0.5985029125081414
40,0.0,0.6570592540112516,0.5284532351877614,0.2789700880629596,0.37121234069569303,0.36713898359153313
41,0.7753831058181866,0.5963229446638227,0.8754605851800427,0.20168092267423204,0.780731185317713,0.6459157487307994
42,0.6130320153516354,0.631704111301843,0.0,0.8033054100490662,0.014516422553639437,0.41251159185123687
43,0.0,0.8770319889237836,0.3703270931492599,0.5730800334436373,0.5586800465468151,0.4758238324126992
44,0.272785784027365,0.3067089516328281,0.6973466490571602,0.9864857404237354,0.7833700355691219,0.6093394321420421
45,0.03709578413243527,0.9182697204475804,0.622013421308933,0.7104366953493529,0.5602278787213807,0.5696086999919364
46,0.5183701997369685,0.8531743091788379,0.8992599601546387,0.58259660700488,0.8960618032275496,0.749892575860575
47,0.6178884116088809,0.6905017753961026,0.8939764396335655,0.9264481114913432,0.8944869673164251,0.8046603410892634
48,0.8376654549998149,0.21766489620573343,0.875588417323695,0.1620346902855758,0.48874193174394137,0.5163390781117521
49,0.36357262654692896,0.22115716261509544,0.4135786581731621,0.9087958072977156,0.7594324574083021,0.5333073424082408
50,0.028739099507526282,0.6471555422481368,0.07302603595985184,0.7862735059811252,0.8106898270770991,0.46917680215474783
51,0.25425511673039725,0.42544706118409814,0.8760249235804591,0.702090831221002,0.9133441778113575,0.6342324221054628
52,0.46001307466084845,0.6919464389862304,0.5411199026064409,0.33795822013135207,0.5062349464009365,0.5074545165571617
53,0.0,0.4724136574276997,0.8155335333452043,0.8487564499224631,0.8925702417493201,0.6058547764889375
54,0.8209570456262606,0.5613658335954831,0.531084627565499,0.48406740246789626,0.8592844299330635,0.6513518678376405
55,0.20818960067477135,0.8248329472053186,0.6927075234431179,0.8528513133456285,0.1809865042538073,0.5519135777845288
56,0.3606742016215566,0.3849041310119785,0.5126423687924196,0.21294314226295544,0.7199308053624117,0.43821892981026445
57,0.0,0.7957926926675568,0.43224082671499414,0.496572516870846,0.46002285493972833,0.436925778238625
58,0.44212235865970617,0.9337640518465374,0.43950621121814243,0.769904997635046,0.5099640544972105,0.6190523347713285
59,0.8015240792785574,0.7200756974483752,0.6602302820144675,0.709498888364473,0.7544782027111258,0.7291614299633998
60,0.0,0.8480684854894965,0.6667824046254633,0.5895540486221388,0.6834582208551182,0.5575726319184434
61,0.5994786764527765,0.22562367182397522,0.6973606474328145,0.7896449951060194,0.9333499534582946,0.6490915888547761
62,0.3790850367356507,0.6456805089996245,0.0,0.6953304105246105,0.754130874041511,0.49484536606027935
63,0.671384499599874,0.7651154162769566,0.8534798268333761,0.5661408382232886,0.46291051155499624,0.6638062184976984
64,0.4939296111792784,0.0,0.7603937721823816,0.6086602670466954,0.9390908540690263,0.5604149008954764
65,0.0,0.6494332527572568,0.45951061775390784,0.854763255981859,0.3454715497068286,0.46183573523997046
66,0.12805680686352766,0.8504043565263206,0.24321799359674934,0.6509172129055465,0.27162007621054385,0.42884328922053766
67,0.3730730923042414,0.8428892830214529,0.23551977764901758,0.6697976398387652,0.44617315350448145,0.5134905892635917
68,0.3263971478949332,0.839683048988014,0.7968320531349081,0.8745124017499737,0.12208693605005423,0.5919023175635767
69,0.5294164497451064,0.5593982541709142,0.7419448417678989,0.5266856220364867,0.0,0.4714890335440812
70,0.0,0.23822818766394435,0.6724000273885707,0.7817625151794496,0.27625897037115776,0.3937299401206245
71,0.882055970578494,0.7757966697711238,0.6946552676875505,0.7654919393040703,0.7961988643363582,0.7828397423355193
72,0.5260396878512781,0.1949446871006087,0.4687362980648705,0.19977689070784144,0.26655139691592394,0.33120979212810453
73,0.6816228700310912,0.9307595084335415,0.604077387793999,0.37836950544650383,0.9170309863026399,0.7023720516015551
74,0.039585222724697486,0.4580468035866929,0.5137714738422027,0.5200001595052279,0.692509406737511,0.4447826132792664
75,0.8284848892648056,0.01931867500351379,0.7408128673605294,0.6297925843585126,0.8975889155400198,0.6231995863054761
76,0.26179660209876116,0.8669153533169895,0.5612278271715604,0.7188294233040181,0.6922650359746686,0.6202068483731995
77,0.0,0.0,0.3445446415066667,0.49379685904168535,0.5581623637885056,0.27930077286737154
