Index,Mean,Var,SD
P,0.5245512921298631,0.052394974162937084,0.22889948484637768
Q,0.6267576884661724,0.08023655378971521,0.28326057577734887
R,0.8235933928351237,0.04795474069014565,0.21898570887193908
F,0.6548070208776917,0.05103772511157295,0.22591530517336125
