Num,R_1,R_2,R_3,R_4,R_5,Average
1,0.8384559158218994,0.7863903877281819,0.6806958623570392,1.0,0.7321544437727358,0.8075393219359712
2,0.7412425276873571,0.6464033975413435,0.7464626722368521,1.0,0.4726795385670444,0.7213576272065195
3,0.6320277477451833,0.8799168886998475,0.772426396513451,0.7792548402597937,1.0,0.8127251746436551
4,1.0,0.6446454137802962,0.749001563762785,0.669706532215878,0.9804505339070039,0.8087608087331926
5,0.17688966756771854,0.217416223439036,1.0,0.887462573895712,0.9287023437238673,0.6420941617252668
6,0.0,1.0,0.9503121331261002,0.6421873042889479,1.0,0.7184998874830096
7,1.0,0.7290149348021002,0.9987320407060662,0.7313033001670792,1.0,0.8918100551350492
8,0.6092214356531781,0.5889117585817691,0.46154687125956456,0.659428401242556,0.6417439757059306,0.5921704884885997
9,0.984744317050257,1.0,0.663889304071949,0.7500382259988229,1.0,0.8797343694242057
10,0.8167279973250605,1.0,0.8010634765141947,1.0,0.809301015107889,0.8854184977894288
11,0.8803584540550733,0.6264483361675238,0.7257448054224785,0.36764817482694984,0.6376999069908081,0.6475799354925668
12,0.7116706055413456,0.7028205391525073,0.6012344543073974,0.661706737344667,0.4904366638796215,0.6335738000451077
13,0.5667291201738797,0.5523634785617989,0.3730370216379685,1.0,0.5944088873791664,0.6173077015505626
14,0.8341623208561489,0.6877802058806433,0.5560793508146988,0.7567129813281441,0.8130223488393614,0.7295514415437994
15,0.9819455357960902,0.8882138949403495,0.9765068041843803,0.5500257954303877,0.7237952185278644,0.8240974497758143
16,0.947358522069484,0.9429461107767351,0.9843436668963389,0.0,1.0,0.7749296599485116
17,0.8818154700739671,0.675563959370843,0.3778524753726657,0.36739638435602595,0.9887808783579065,0.6582818335062817
18,1.0,1.0,0.7530387017493763,1.0,0.7751504988952906,0.9056378401289333
19,0.43721146279140816,0.6058312799393704,0.9559296766786979,0.7669764089090982,0.5470699121289052,0.662603748089496
20,0.6120870210708234,0.5714908495848008,1.0,0.7743520597417345,0.9397330757429475,0.7795326012280612
21,1.0,0.59961262031986,0.5155230179832981,0.449159256212192,0.7636149036597947,0.665581959635029
22,0.935697397252936,1.0,0.8248462821786703,0.553045325097047,0.5609434548876865,0.774906491883268
23,0.7520131781745267,0.8941639175711774,0.9707293115547007,0.5117161722728746,1.0,0.8257245159146558
24,0.9621969876238705,0.66738478554869,0.9599876398942929,0.6105164266906001,1.0,0.8400171679514908
25,0.7168566292323955,0.6411597390704659,1.0,0.5622164051022362,0.9499050602277086,0.7740275667265613
26,0.7287918736158984,0.77876746498805,0.7465701293169387,0.8017180015191804,0.9715465122737951,0.8054787963427726
27,0.6611392510794607,0.6968644427348346,1.0,0.3229579409507245,0.4757335375497818,0.6313390344629604
28,0.6114201383188717,0.6182515185792875,0.7615760622904211,0.7829877250955974,0.47296791651663883,0.6494406721601632
29,1.0,0.9624220007922304,0.9896838469239982,0.9620979832310185,0.9524467012993426,0.9733301064493179
30,0.22707904674330914,1.0,1.0,0.6923393061208146,0.7856539229445688,0.7410144551617385
31,0.7374731681565512,0.7577684897298212,0.6705858002605634,0.36853950861461837,0.6917649618633178,0.6452263857249744
32,0.8061936952191087,0.8404188638785879,1.0,1.0,0.8401278815422559,0.8973480881279905
33,0.7068138594706471,0.7357223775836482,0.7946089198129217,0.9243062191886767,1.0,0.8322902752111787
34,0.5466880588668556,0.9136497021108928,0.819777999675631,0.5717979497061224,0.39143041715543847,0.648668825502988
35,0.7126860298843111,0.5223489818253634,0.6117855166021726,0.7058892944329227,0.40925462003383783,0.5923928885557215
36,0.0,0.5004943625282823,1.0,0.6421873042889478,1.0,0.6285363333634459
37,1.0,1.0,0.7530387017493763,1.0,0.7751504988952906,0.9056378401289333
38,0.6251589056294009,0.0,1.0,0.34829490343035796,0.4648020812659152,0.4876511780651348
39,0.6348723252323824,0.8282248867805181,1.0,0.5068564482613241,0.8816703413460837,0.7703248003240616
40,0.1932305255244506,1.0,1.0,0.44923439596789105,1.0,0.7284929842984683
41,0.6031120958067778,1.0,0.4984466282180369,0.46352314936999195,0.6659931780024898,0.6462150102794594
42,1.0,0.78230301812245,0.46418953775256544,0.7158631513926832,0.8356407295041666,0.759599287354373
