Num,P_1,P_2,P_3,P_4,Average
1,0.11168270026709615,0.0,0.5229376493209221,0.4481846517988857,0.270701250346726
2,0.2839357606258113,0.35234201384931324,0.7812584632695637,0.7230912049516913,0.5351568606740948
3,0.4739683616783533,0.40972615322811107,0.40747960090995317,0.2614578592913335,0.38815799377693777
4,0.2521955794615319,0.25585677895134323,0.4542577957306281,0.5884761402210655,0.3876965735911422
5,0.4778858868068793,0.6351808167508034,0.63942416364371,0.26693531687294036,0.5048565460185833
6,0.2900005303091147,0.43826164845173693,0.7172844593047427,0.9657953775600276,0.6028355039064055
7,0.0,0.43265480658790284,0.25965111423503534,0.4198046875313507,0.2780276520885722
8,0.0,0.060064273279185176,0.37512409405493213,0.3693594181807592,0.20113694637871912
9,0.22628415195136364,0.32365058366108584,0.549624161964268,0.067234574867708,0.29169836811110633
10,0.6497158928382775,0.4742546953469443,0.7366950735136871,0.49291064105103116,0.588394075687485
11,0.2526742762133256,0.4611427944310127,0.0,0.8373174815198603,0.38778363804104965
12,0.2832094207900467,0.0,0.8299360708996469,0.1184059684016759,0.3078878650228424
13,0.3290712152907198,0.790207300897791,0.0,0.25937728328683557,0.3446639498688366
14,0.03937700018473517,0.38841239728938076,0.22898743539540592,0.42072895485605893,0.2693764469313952
15,0.3907785781043873,0.16367923106105906,0.5252706337434287,0.30117451107737164,0.3452257384965617
16,0.34580428377163724,0.424510352025129,0.08226769963547198,0.3489062312693723,0.30037214167540266
17,0.2526742762133256,0.4611427944310127,0.0,0.8373174815198603,0.38778363804104965
18,0.3638024014949993,0.5316043825025744,0.7123861498723342,0.7813704661414129,0.5972908500028302
19,0.3173021999111667,0.3683766711876231,0.18550323367005347,0.6446829231932615,0.3789662569905262
20,0.5597414124539779,0.3778080595375043,0.020913064192698262,0.7356553578276787,0.42352947350296477
21,0.36707079298314155,0.5049167365696302,0.7910279406891016,0.5682684818067996,0.5578209880121683
22,0.6497158928382775,0.4742546953469443,0.7366950735136871,0.49291064105103116,0.588394075687485
23,0.3453248426650736,0.1915984877680918,0.6480073749598464,0.5481601284137556,0.4332727084516918
24,0.10616886962446967,0.591582037143361,0.6436178903311984,0.18492394069661428,0.38157318444891086
25,0.7030414438558605,0.09287518172759467,0.31794415691150285,0.2718992126722683,0.3464399987918066
26,0.2949349939061694,0.4825007608655213,0.5911423341473996,0.522575392304586,0.472788370305919
27,0.3638024014949993,0.5316043825025744,0.7123861498723342,0.7813704661414129,0.5972908500028302
28,0.0,0.48647890072391753,0.43235194633464274,0.5661713931785785,0.3712505600592847
29,3.3333333332441484e-5,0.0,1.666666666668333e-5,1.4285714285728571e-5,1.6071428571213348e-5
30,0.2111356280558393,0.4427763101129424,0.5295753106381212,0.5548049798483402,0.4345730571638108
31,0.0,0.38841239728938165,0.0,0.4207289548560587,0.2022853380363601
32,0.3028631364195211,0.3939168483482552,0.0,0.5923619718635067,0.32228548915782074
33,0.3638024014949993,0.5316043825025744,0.7123861498723342,0.7813704661414129,0.5972908500028302
34,0.0,2.499999999933111e-5,0.0,1.4285714285728571e-5,9.82142857126492e-6
35,0.24157157065751766,0.13354941198179687,0.6322940690387879,0.26784273340140435,0.3188144462698767
36,0.2633161837941515,0.03294201543379104,0.8409370309984533,0.5993605444569076,0.43413894367082584
37,0.6146102827165072,0.3753105847390393,0.6671993542003753,0.6485726114051836,0.5764232082652764
38,0.27405076535413303,0.367633185907175,0.48601997376352263,0.27773835452444867,0.35136056988731984
39,0.4778858868068793,0.6351808167508034,0.63942416364371,0.26693531687294036,0.5048565460185833
40,0.07261487784856482,0.6800757653869859,0.3190064771067868,0.060208892231354755,0.2829765031434231
41,0.6913281346630509,0.2291179936824225,0.16348609675282794,0.4981523825843088,0.3955211519206525
42,0.3638024014949993,0.5316043825025744,0.7123861498723342,0.7813704661414129,0.5972908500028302
43,0.1490827379358221,0.0,0.12606866912471326,0.24404952314205638,0.12980023255064793
44,0.39190187823910905,0.0,0.17871576546471732,0.371613104924051,0.23555768715696934
45,0.6761198429284206,0.7380642331070371,0.7349636477784015,0.2777669259530209,0.6067286624417201
46,0.3704469480950788,0.3941707782517519,0.21148253059919608,0.7978850311506054,0.443496322024158
47,0.2941760948735444,0.4063341124498976,0.7910279406891016,0.5682684818067996,0.5149516574548358
48,0.29594959787415565,0.45168372566854986,0.7022137909151992,0.5496134023120374,0.4998651291924855
49,0.4624625200367007,0.007208489662400894,0.30927259286605874,0.3093844815674743,0.27208202103315865
50,0.36707079298314155,0.5049167365696302,0.7910279406891016,0.5682684818067996,0.5578209880121683
51,0.475840965827107,0.0,0.16348609675282794,0.4981523825843088,0.28436986129106095
52,0.2754796510504903,0.4476925793925043,0.8359885333335263,0.5472446336802501,0.5266013493641928
53,0.03937700018473454,0.736375670998103,0.0,0.4207289548560587,0.29912040650972405
54,0.3638024014949993,0.5316043825025744,0.7123861498723342,0.7813704661414129,0.5972908500028302
55,0.4366608287649958,0.0,0.2232035952565769,0.30944698283811567,0.2423278517149221
56,3.3333333332441484e-5,0.0,1.666666666668333e-5,1.4285714285728571e-5,1.6071428571213348e-5
57,0.0,0.0,0.6268950736144612,0.5372850630981096,0.2910450341781427
58,0.0,0.0,0.6268950736144612,0.5372850630981096,0.2910450341781427
59,0.536078396689047,0.06369244572022315,0.538069575047056,0.21682741023486288,0.33866695692279725
