Index,Mean,Var,SD
P,0.4609674632308065,0.048331126295693756,0.21984341312783004
Q,0.7642892224766487,0.08805783912476184,0.2967454112952075
R,0.5747140234366116,0.05279162415398078,0.22976427954314566
F,0.5970902909256516,0.05314132670145675,0.23052402629976934
