Index,Mean,Var,SD
P,0.4685838666106355,0.026447496817422957,0.16262686376310329
Q,0.8826452298139406,0.05019423060207844,0.22404068961257562
R,0.5301825630329844,0.03888510292490345,0.197193060032303
F,0.6212113414691646,0.02412884943820183,0.15533463695583746
