Index,Mean,Var,SD
P,0.43230820963937583,0.010223760024205013,0.10111261060918669
Q,0.9888019078482136,0.0026667146958968906,0.05164024298836026
R,0.4356855414954411,0.010637140359650408,0.10313651322228422
F,0.5966910260231509,0.009786283913402348,0.0989256484103205
