Num,F_1,F_2,F_3,F_4,F_5,F_6,Average
1,0.6393050341172296,0.5114457285588062,0.539352087761806,0.7235639975434639,0.6448480644400008,0.14908665264842888,0.5346002608449558
2,0.17603262125919003,0.8905966429138837,0.7132725236198708,0.05305844148049301,0.03283356551047707,0.6404976637680756,0.41771524309199837
3,0.8443196360294688,0.6745589699255999,0.9034866190366592,0.6662838990571701,0.21702730867784703,0.7755500975173353,0.6802044217073467
4,0.3700725399445052,0.4320176556332012,0.5160116571037144,0.7591139215189217,0.611272607009051,0.8579496439162012,0.5910730041875992
5,0.566702751362652,0.8326515173697988,0.5710820299677003,0.8817764915121112,0.5242421586960684,0.6645829873752322,0.6735063227139272
6,0.9193026839311154,0.8905984603965119,0.3027377287536813,0.3515058824389566,0.8081382632428824,0.8060357255041133,0.6797197907112101
7,0.786117826604539,0.3721371612508084,0.8259095835551052,0.3639537641434638,0.6823252727237613,0.7443896355414299,0.6291388739698514
8,0.8598004891907507,0.1134370904186911,0.7804978404285767,0.681612876847548,0.8309100059895114,0.3772418342655728,0.6072500228567751
9,0.76925246949379,0.7683854829105502,0.922928385611771,0.7098945831448905,0.2452215266679288,0.6922343013540114,0.6846527915304903
10,0.7738160593130917,0.8576411327404524,0.8581745531326653,0.793425222813336,0.953091086892335,0.6325984856484095,0.8114577567567149
11,0.0803145764369368,0.40752804536722853,0.26049786433121164,0.719902511659513,0.6408967062472658,0.5365692496219949,0.44095149227735836
12,0.8595922912964257,0.7905273191239635,0.6761792508532237,0.6525142084831193,0.7919283133124017,0.5066656977880236,0.7129011801428596
13,0.4250830532346182,0.1042366722219802,0.7025261201070054,0.0,0.7409195945203443,0.45267143917851693,0.4042394798770775
14,0.5384435045272217,0.7473416025507009,0.8421731904395215,0.0,0.8205740488176498,0.5532893724147221,0.5836369531249693
15,0.7370864246487409,0.837556847826737,0.7155065759487417,0.37735897003074875,0.4752772602841844,0.638321063548078,0.6301845237145384
16,0.6154957299284604,0.8575189674239936,0.024584833130924227,0.6954956603836733,0.4862339896266541,0.09782267501436846,0.46285864258467896
17,0.11263043816624234,0.6124621730646731,0.6766208429738196,0.8470356111264923,0.5330938096958872,0.6554852010793791,0.5728880126844157
18,0.7173388241079495,0.8708987801759756,0.7380749619485477,0.8080076543665888,0.46517062555683353,0.9225452071617171,0.7536726755529353
19,0.8996804497353683,0.8318573430589423,0.7537967783298821,0.32569273072381805,0.4461257213032896,0.8129934618150271,0.6783577474943878
20,0.782127050617853,0.0,0.7206885336552558,0.7826373962225011,0.674019752150555,0.6171920330096721,0.5961107942759728
21,0.7026491697424396,0.6289462290709152,0.16512808606292434,0.5171188134077556,0.08849711504216935,0.7660326665444804,0.4780620133117808
22,0.7976638210057285,3.9999200016039675e-5,0.8202959821055277,0.43412839397882413,3.9999200016039675e-5,0.8634027530587334,0.48592849142480765
23,0.30474149893894986,0.7880554950643739,0.6182855278088123,0.640883694852528,0.5531827776685283,0.5476214039877983,0.5754617330534985
24,0.7884848106841722,0.0,0.6669531980964845,0.3268944276144036,0.9211121887747321,0.7243766672084675,0.57130354872971
25,0.4762023737861729,0.6784679104159208,0.32890786821040213,0.8704786767567882,0.6222795883873805,0.4968938742700217,0.5788717153044477
26,0.30802460687126587,0.854090880045388,0.6314599487961762,0.8641135235804381,0.5772534938084918,0.7783514214755094,0.6688823124295449
27,2.8571020413229668e-5,0.8537178300291555,0.5725375207981515,6.666444451858273e-5,0.6634117926838712,0.7911754066114836,0.48015629759793227
28,0.2710455577299273,0.8638465753797121,0.8202382934170653,0.0,0.6690250142065995,0.7562236158042019,0.5633965094229176
29,0.0,0.12045619312186592,0.6037700030192426,0.5898673642146623,0.6896274269130794,0.5501205199608679,0.425640251204953
